PopSize,MutationProbgene,MutationProbIndividual,CrossoverProb,ElitismProb,NumberOfGenerations,Pastreturn,BestFitness,RealReturn,
500,0.01,0.8,0.1,0.2,200,46.376972,0.26631843286666873,0.12228933097651103,
500,0.01,0.8,0.1,0.2,500,15.831604,0.2514602268100929,0.09220645646986037,
500,0.01,0.8,0.1,0.2,1000,3.6290045,0.12961684251157718,0.10156920506347249,
500,0.01,0.8,0.2,0.1,200,0.4934639,0.07320109175953167,0.11507786553026622,
500,0.01,0.8,0.2,0.1,500,0.20255987,0.168162178490081,0.09937696409533386,
500,0.01,0.8,0.2,0.1,1000,-0.35725567,0.22584925563726743,0.19446632231637742,
500,0.01,0.8,0.2,0.15,200,0.3540207,0.2841253849439859,0.15278936198209017,
500,0.01,0.8,0.2,0.15,500,0.30357844,0.4679013233879107,0.3124761007186945,
500,0.01,0.8,0.2,0.15,1000,0.15786491,0.3345478850997027,0.14291878430144772,
500,0.01,0.8,0.2,0.2,200,12.701806,0.41090079686405767,0.1417524759278343,
500,0.01,0.8,0.2,0.2,500,1.2067931,0.21435721563476764,0.14270650708164248,
500,0.01,0.8,0.2,0.2,1000,0.14771216,0.08524764333883392,0.0513186435110833,
500,0.01,0.8,0.3,0.1,200,0.123001456,0.1446730350892336,0.07359567683267154,
500,0.01,0.8,0.3,0.1,500,0.27188087,0.14202180621604749,0.05370873259324251,
500,0.01,0.8,0.3,0.1,1000,0.16175692,0.10590509075862949,0.10046209834424916,
500,0.01,0.8,0.3,0.15,200,0.18771559,0.654893428280359,0.1880032056882584,
500,0.01,0.8,0.3,0.15,500,0.30160132,0.7153520747794073,0.13592912882671263,
500,0.01,0.8,0.3,0.15,1000,0.12001373,0.2002336076931799,0.13106752146943368,
500,0.01,0.8,0.3,0.2,200,0.38994208,0.24451997152502777,0.0952264745083498,
500,0.01,0.8,0.3,0.2,500,0.13883287,0.23816316477488936,0.12571459671083918,
500,0.01,0.8,0.3,0.2,1000,-0.007904904,0.07625292309531524,0.10325331004137953,
500,0.01,0.8,0.4,0.1,200,3.8026946,0.1441783735949175,0.10670980347708235,
500,0.01,0.8,0.4,0.1,500,0.34674597,0.1814877746937496,0.1279181530282721,
500,0.01,0.8,0.4,0.1,1000,0.18892747,0.10503294076221113,0.13188614677133917,
500,0.01,0.8,0.4,0.15,200,4.029063,0.6468749816656256,0.3025988033588734,
500,0.01,0.8,0.4,0.15,500,-0.094925016,0.2596808075163725,0.17633802885761707,
500,0.01,0.8,0.4,0.15,1000,0.028094439,0.21567933910904838,0.14991606008790617,
500,0.01,0.8,0.4,0.2,200,2.1133335,0.30407609690995013,0.21674204175976022,
500,0.01,0.8,0.4,0.2,500,0.18923524,0.19246142143491263,0.19462086397576484,
500,0.01,0.8,0.4,0.2,1000,0.013457874,0.11842899210889501,0.10565828403307624,
1000,0.01,0.5,0.1,0.1,200,3.7412026,0.3002695326146365,0.13624186107764352,
1000,0.01,0.5,0.1,0.1,500,0.46434298,0.031898968758831046,0.1404206274066496,
1000,0.01,0.5,0.1,0.1,1000,-0.07127223,0.16829929137472785,0.14998418839895045,
1000,0.01,0.5,0.1,0.15,200,17.37236,0.5508538989243063,0.21400370084684917,
1000,0.01,0.5,0.1,0.15,500,1.7275524,0.23044780032303808,0.20643216860663194,
1000,0.01,0.5,0.1,0.15,1000,0.63996893,0.12443133326131552,0.1166897083811932,
1000,0.01,0.5,0.1,0.2,200,39.07152,0.14937111714621273,0.07249119191094494,
1000,0.01,0.5,0.1,0.2,500,10.912886,0.1974647958592292,0.11688207234033463,
1000,0.01,0.5,0.1,0.2,1000,2.9151103,0.12578652722811318,0.018885049798592693,
1000,0.01,0.5,0.2,0.1,200,0.8567519,0.5376470716374593,0.17235958965767328,
1000,0.01,0.5,0.2,0.1,500,0.19081491,0.5506141906989633,0.24383070784952512,
1000,0.01,0.5,0.2,0.1,1000,-0.026692275,0.17366351830731264,0.22703417334245626,
1000,0.01,0.5,0.2,0.15,200,0.47516686,0.021018044610112824,0.07227450834771854,
1000,0.01,0.5,0.2,0.15,500,0.16227534,0.12958319922858197,0.18383494465747488,
1000,0.01,0.5,0.2,0.15,1000,0.19057581,0.09561957318579396,0.05505809070808985,
1000,0.01,0.5,0.2,0.2,200,9.402452,0.07631065593454321,0.15392943987367314,
1000,0.01,0.5,0.2,0.2,500,0.51129127,0.09279630851081852,0.1311240893878799,
1000,0.01,0.5,0.2,0.2,1000,0.004567726,0.05078162613540109,0.09222803910855638,
1000,0.01,0.5,0.3,0.1,200,3.2797234,0.2244089183573803,0.17859395460927083,
1000,0.01,0.5,0.3,0.1,500,-0.1306106,0.2184299507945131,0.10683576397058975,
1000,0.01,0.5,0.3,0.1,1000,0.08192212,0.20152738794689212,0.10034174716172338,
1000,0.01,0.5,0.3,0.15,200,0.6850575,0.3804541343840155,0.07054608690823153,
1000,0.01,0.5,0.3,0.15,500,0.14684378,0.1888052605668585,0.08895989220826199,
1000,0.01,0.5,0.3,0.15,1000,0.039811984,0.26498089765996335,0.07840966874115092,
1000,0.01,0.5,0.3,0.2,200,0.2485711,0.2387996677606626,0.13673735255537556,
1000,0.01,0.5,0.3,0.2,500,-0.040467717,0.23042984814353518,0.13575646566004015,
1000,0.01,0.5,0.3,0.2,1000,-0.07382753,0.061076705026620895,0.15541198207697243,
1000,0.01,0.5,0.4,0.1,200,0.9654493,0.1446785165275587,0.22848796971506763,
1000,0.01,0.5,0.4,0.1,500,0.2732543,0.5305157817300826,0.15070183441957946,
1000,0.01,0.5,0.4,0.1,1000,-0.05947739,0.3778292777861342,0.1577545995524257,
1000,0.01,0.5,0.4,0.15,200,0.2559076,0.6576968062400146,0.13624134736823537,
1000,0.01,0.5,0.4,0.15,500,-0.0604049,0.49841347385685103,0.25507056687413504,
1000,0.01,0.5,0.4,0.15,1000,0.07948982,0.07335391945127523,0.09094546271264056,
1000,0.01,0.5,0.4,0.2,200,-0.49573272,0.17036759667008408,0.14321979020475556,
1000,0.01,0.5,0.4,0.2,500,-0.14856927,0.1376075388167089,0.1140005863575458,
1000,0.01,0.5,0.4,0.2,1000,-0.07726319,0.24495108983377958,0.10944935290631116,
1000,0.01,0.6,0.1,0.1,200,2.1997998,0.17317809977659226,0.09806262674742615,
1000,0.01,0.6,0.1,0.1,500,0.3845038,0.31039330586084934,0.1436147231913741,
1000,0.01,0.6,0.1,0.1,1000,-0.11154915,0.3026848716637121,0.12075473068968366,
1000,0.01,0.6,0.1,0.15,200,21.988422,0.23399882378938752,0.09976785814139308,
1000,0.01,0.6,0.1,0.15,500,6.878339,0.40684950200042536,0.18776702035126905,
1000,0.01,0.6,0.1,0.15,1000,0.4875784,0.09366910652729893,0.08431674751526042,
1000,0.01,0.6,0.1,0.2,200,25.032015,0.10624585732496233,0.15306768270034918,
1000,0.01,0.6,0.1,0.2,500,8.766161,0.3808065193748946,0.13825358081134484,
1000,0.01,0.6,0.1,0.2,1000,-0.21225484,0.3586558867754779,0.19810351426694117,
1000,0.01,0.6,0.2,0.1,200,1.0040069,0.22181459628350172,0.08657657630122016,
1000,0.01,0.6,0.2,0.1,500,0.1992193,0.3828286496067094,0.14842516244942458,
1000,0.01,0.6,0.2,0.1,1000,0.10106502,0.33009142588526286,0.14177159582719995,
1000,0.01,0.6,0.2,0.15,200,1.504416,0.23304200903154057,0.10058482707668902,
1000,0.01,0.6,0.2,0.15,500,0.36201984,0.13130229074048447,0.10811625947911142,
1000,0.01,0.6,0.2,0.15,1000,0.13479513,0.40111209120839897,0.17502965398285675,
1000,0.01,0.6,0.2,0.2,200,2.4163704,0.033439467284981476,0.09879092901219287,
1000,0.01,0.6,0.2,0.2,500,1.7442688,0.09854585852097218,0.0979892138869202,
1000,0.01,0.6,0.2,0.2,1000,0.01309506,0.09179641973465148,0.14656020416874097,
1000,0.01,0.6,0.3,0.1,200,0.7039834,0.12390381220748656,0.07472840332300895,
1000,0.01,0.6,0.3,0.1,500,-0.18017048,0.1111515986334738,0.11288621339434426,
1000,0.01,0.6,0.3,0.1,1000,0.002140636,0.49978431386104916,0.13472781561425853,
1000,0.01,0.6,0.3,0.15,200,0.66883206,0.13366254698269747,0.1761344532171363,
1000,0.01,0.6,0.3,0.15,500,-0.033305638,0.164776587740696,0.15954474284280462,
1000,0.01,0.6,0.3,0.15,1000,-0.03938,0.3360503194390371,0.11443810958926226,
1000,0.01,0.6,0.3,0.2,200,-0.31416413,0.3353278445760485,0.14572337564853075,
1000,0.01,0.6,0.3,0.2,500,0.26212823,0.5852376367410156,0.19042157997419576,
1000,0.01,0.6,0.3,0.2,1000,0.17731462,0.15120964972221354,0.21847317784060666,
1000,0.01,0.6,0.4,0.1,200,0.51247114,0.3980728614114022,0.15173532532750977,
1000,0.01,0.6,0.4,0.1,500,0.4796745,0.2540875872376617,0.16416090396249727,
1000,0.01,0.6,0.4,0.1,1000,0.13970982,0.09099252694569307,0.09692563836428163,
1000,0.01,0.6,0.4,0.15,200,1.0048817,0.2441480407108588,0.16070131564011927,
1000,0.01,0.6,0.4,0.15,500,-0.04871807,0.17221006438305705,0.13112071489326985,
1000,0.01,0.6,0.4,0.15,1000,-0.031442348,0.3093925947644729,0.16764179951204106,
1000,0.01,0.6,0.4,0.2,200,1.2695715,0.1725099040702013,0.14892639437581698,
1000,0.01,0.6,0.4,0.2,500,-0.10849876,0.17160612711604117,0.11191002033334634,
1000,0.01,0.6,0.4,0.2,1000,0.047864262,0.0837754300979652,0.11401470240528314,
1000,0.01,0.8,0.1,0.1,200,0.630716,0.17793538082883484,0.0837782327301149,
1000,0.01,0.8,0.1,0.1,500,0.19022405,0.3496908483869273,0.08325014713454039,
1000,0.01,0.8,0.1,0.1,1000,0.030952575,0.5306937674706947,0.21960322594743942,
1000,0.01,0.8,0.1,0.15,200,20.61952,0.21087872947617967,0.09234064032415124,
1000,0.01,0.8,0.1,0.15,500,6.0180078,0.24605791382251224,0.08551584517782512,
1000,0.01,0.8,0.1,0.15,1000,-0.0033408075,0.19195204472960248,0.11498042468363565,
1000,0.01,0.8,0.1,0.2,200,20.983149,0.18922043302838143,0.14719257953273882,
1000,0.01,0.8,0.1,0.2,500,9.262441,0.21418030821825207,0.18173713038747322,
1000,0.01,0.8,0.1,0.2,1000,2.3180017,0.38398464477545247,0.1506669791562387,
1000,0.01,0.8,0.2,0.1,200,2.9811673,0.237444106912469,0.10150219636136215,
1000,0.01,0.8,0.2,0.1,500,0.26548508,0.293218777266932,0.11463003139734898,
1000,0.01,0.8,0.2,0.1,1000,-0.0012346726,0.13019753406438514,0.16933789063433285,
1000,0.01,0.8,0.2,0.15,200,3.4861257,0.5241408313634442,0.07206375798755861,
1000,0.01,0.8,0.2,0.15,500,0.051164087,0.11031154771675672,0.04243205511255781,
1000,0.01,0.8,0.2,0.15,1000,0.041203015,0.17122491342483642,0.1570618272708495,
1000,0.01,0.8,0.2,0.2,200,8.086985,0.26474965839516723,0.14520540786565803,
1000,0.01,0.8,0.2,0.2,500,-1.092124,0.14807377643684938,0.10591197403264924,
1000,0.01,0.8,0.2,0.2,1000,0.0033340226,0.186991085947101,0.09337898852707677,
1000,0.01,0.8,0.3,0.1,200,2.447481,0.13860369599582884,0.15886172801151938,
1000,0.01,0.8,0.3,0.1,500,0.16333103,0.2685622044227843,0.1709407766606546,
1000,0.01,0.8,0.3,0.1,1000,-0.005097138,0.10522054806076492,0.0604441420946614,
1000,0.01,0.8,0.3,0.15,200,2.3057628,0.27060478144164773,0.135753456262261,
1000,0.01,0.8,0.3,0.15,500,0.29391652,0.20559886709903724,0.21310599571059702,
1000,0.01,0.8,0.3,0.15,1000,-0.02167543,0.18148124695064694,0.10342453611620293,
1000,0.01,0.8,0.3,0.2,200,0.55593395,0.3144301778719992,0.09015552242572404,
1000,0.01,0.8,0.3,0.2,500,0.24467564,0.5709405215576283,0.21514019463579098,
1000,0.01,0.8,0.3,0.2,1000,0.07474584,0.5236050634460296,0.18112511881754387,
1000,0.01,0.8,0.4,0.1,200,1.2592498,0.26416722659617736,0.12957893127574743,
1000,0.01,0.8,0.4,0.1,500,0.090571195,0.32700795720867676,0.11832702621183455,
1000,0.01,0.8,0.4,0.1,1000,0.17060243,0.45530264338953186,0.08907482296363332,
1000,0.01,0.8,0.4,0.15,200,0.93553984,0.19373953624494353,0.12654699392322036,
1000,0.01,0.8,0.4,0.15,500,0.22296718,0.06607614079899554,0.061275065226257204,
1000,0.01,0.8,0.4,0.15,1000,0.024535397,0.4373428415078024,0.15123425929847012,
1000,0.01,0.8,0.4,0.2,200,0.5430259,0.1282717327428513,0.2492817717810272,
1000,0.01,0.8,0.4,0.2,500,-0.0263867,0.15383267183913216,0.12180930432917327,
1000,0.01,0.8,0.4,0.2,1000,0.14781323,0.24061977450960206,0.10428009528204944,
2000,0.01,0.5,0.1,0.1,200,3.8162954,0.4144527849954005,0.12448101145015979,
2000,0.01,0.5,0.1,0.1,500,0.26169914,0.2384488572818072,0.08426448154779564,
2000,0.01,0.5,0.1,0.1,1000,-0.009699931,0.14272755066110385,0.1887150681106897,
2000,0.01,0.5,0.1,0.15,200,14.752584,0.5223187604449021,0.1914745977305832,
2000,0.01,0.5,0.1,0.15,500,0.49680975,0.12971303091698067,0.09396706011298933,
2000,0.01,0.5,0.1,0.15,1000,0.61454314,0.32925455590183617,0.22634356187412066,
2000,0.01,0.5,0.1,0.2,200,22.90721,0.09777503311696195,0.108670444856946,
2000,0.01,0.5,0.1,0.2,500,10.128801,0.06175244285285646,0.16425898277667822,
2000,0.01,0.5,0.1,0.2,1000,0.19657612,0.3026307349798786,0.12169357072375481,
2000,0.01,0.5,0.2,0.1,200,0.11128365,0.06216984748395372,0.08308123240507727,
2000,0.01,0.5,0.2,0.1,500,0.16701932,0.14482719836404706,0.10728195072406718,
2000,0.01,0.5,0.2,0.1,1000,0.10428766,0.0734692194820174,0.21011015596666313,
2000,0.01,0.5,0.2,0.15,200,0.5745411,0.27779974741998453,0.2134459456568699,
2000,0.01,0.5,0.2,0.15,500,-0.07713388,0.36851190348289703,0.14976188311401029,
2000,0.01,0.5,0.2,0.15,1000,0.061430313,0.2471926700273832,0.06849265262867915,
2000,0.01,0.5,0.2,0.2,200,6.250993,0.23158940080864987,0.06407598266646587,
2000,0.01,0.5,0.2,0.2,500,1.059189,0.37878058319266217,0.19100871600496575,
2000,0.01,0.5,0.2,0.2,1000,0.041351084,0.38882266787411635,0.1188586527175426,
2000,0.01,0.5,0.3,0.1,200,1.5726945,0.26304852320653865,0.11811829475788163,
2000,0.01,0.5,0.3,0.1,500,0.15716602,0.23598180352097795,0.07269816934176407,
2000,0.01,0.5,0.3,0.1,1000,-0.050882887,0.17473785312327564,0.1532123302957522,
2000,0.01,0.5,0.3,0.15,200,0.5781593,0.21749296431175208,0.09110283197498581,
2000,0.01,0.5,0.3,0.15,500,0.005349591,0.09648723337240137,0.1234126256104556,
2000,0.01,0.5,0.3,0.15,1000,0.069917195,0.5666600441765259,0.2553709516869796,
2000,0.01,0.5,0.3,0.2,200,0.9362068,0.29432387058381415,0.17701481376361802,
2000,0.01,0.5,0.3,0.2,500,0.06225865,0.2056794324763378,0.12410357946136803,
2000,0.01,0.5,0.3,0.2,1000,0.038550433,0.10651143095223435,0.10460328022291977,
2000,0.01,0.5,0.4,0.1,200,0.2227346,0.2817819598463496,0.1442082865954934,
2000,0.01,0.5,0.4,0.1,500,0.19491126,0.24552680685356418,0.13831524052236527,
2000,0.01,0.5,0.4,0.1,1000,-0.045509584,0.11891551121558104,0.15004855777906972,
2000,0.01,0.5,0.4,0.15,200,0.4092542,0.13981392931131081,0.020940464080540868,
2000,0.01,0.5,0.4,0.15,500,0.11670094,0.3228967201240652,0.1230944136579346,
2000,0.01,0.5,0.4,0.15,1000,-0.034584757,0.26806324118491354,0.17549525463400395,
2000,0.01,0.5,0.4,0.2,200,0.11144121,0.4050055145816963,0.13509930187664956,
2000,0.01,0.5,0.4,0.2,500,-0.10329562,0.41860640828607243,0.1615279750067688,
2000,0.01,0.5,0.4,0.2,1000,-0.058510143,0.01766763060892542,0.11880990980341313,
2000,0.01,0.6,0.1,0.1,200,1.2663621,0.40731322619947075,0.22355779589845123,
2000,0.01,0.6,0.1,0.1,500,-0.15378377,0.17298082287655675,0.18396901493386894,
2000,0.01,0.6,0.1,0.1,1000,0.08947774,0.6473084823460759,0.12207190137335966,
2000,0.01,0.6,0.1,0.15,200,11.9209585,0.37386182313120536,0.12136781872351071,
2000,0.01,0.6,0.1,0.15,500,-1.2196127,0.18870706361598774,0.10935350153246455,
2000,0.01,0.6,0.1,0.15,1000,0.5324076,0.27917090282539964,0.10410345257315655,
2000,0.01,0.6,0.1,0.2,200,35.272163,0.18390807520653854,0.12578021071209688,
2000,0.01,0.6,0.1,0.2,500,6.6662784,0.37076111047291105,0.10628644471946595,
2000,0.01,0.6,0.1,0.2,1000,1.3396462,0.1386599104490601,0.12060050213196115,
2000,0.01,0.6,0.2,0.1,200,0.4979305,0.12379477386070371,0.11589407069380354,
2000,0.01,0.6,0.2,0.1,500,0.18401703,0.23674848945962296,0.06794761291814021,
2000,0.01,0.6,0.2,0.1,1000,0.07345876,0.20635285325944386,0.124743621608537,
2000,0.01,0.6,0.2,0.15,200,-0.10462701,0.14185250429490104,0.13194260204696642,
2000,0.01,0.6,0.2,0.15,500,-0.0555331,0.0502764639398911,0.04880829111929016,
2000,0.01,0.6,0.2,0.15,1000,-0.030788522,0.16483946631356003,0.05402630001594997,
2000,0.01,0.6,0.2,0.2,200,8.012888,0.3807721423603892,0.109604937853985,
2000,0.01,0.6,0.2,0.2,500,-0.06735039,0.12234849158390056,0.10884159430111283,
2000,0.01,0.6,0.2,0.2,1000,0.03891624,0.05999749830604969,0.2253279226003708,
2000,0.01,0.6,0.3,0.1,200,0.54553074,0.2736943124295633,0.2055975771129321,
2000,0.01,0.6,0.3,0.1,500,-0.0045427894,0.14274224925907927,0.19348450953957436,
2000,0.01,0.6,0.3,0.1,1000,-0.037678786,0.21184734353701695,0.07500466525828955,
2000,0.01,0.6,0.3,0.15,200,0.7153886,0.34390230416523193,0.09689467390400344,
2000,0.01,0.6,0.3,0.15,500,0.17981978,0.6286831268383986,0.1918176489582381,
2000,0.01,0.6,0.3,0.15,1000,-0.023178028,0.3162670074664884,0.19583378920581893,
2000,0.01,0.6,0.3,0.2,200,-0.12783653,0.3008763850426576,0.12161932529253695,
2000,0.01,0.6,0.3,0.2,500,0.13335668,0.22146895859647625,0.0884542220704191,
2000,0.01,0.6,0.3,0.2,1000,-0.03912516,0.08927141596998861,0.08744427568671789,
2000,0.01,0.6,0.4,0.1,200,0.30031532,0.43433703169441534,0.16742206409042362,
2000,0.01,0.6,0.4,0.1,500,-0.059723616,0.0472854018585782,0.20938929550090712,
2000,0.01,0.6,0.4,0.1,1000,0.0015308455,0.19027193524137745,0.1000020996086823,
2000,0.01,0.6,0.4,0.15,200,0.37341154,0.23792565909656457,0.18116719271246548,
2000,0.01,0.6,0.4,0.15,500,-0.08961869,0.13426999334432624,0.09762184530542461,
2000,0.01,0.6,0.4,0.15,1000,0.0038821842,0.1493310796250979,0.08946160365171713,
2000,0.01,0.6,0.4,0.2,200,0.6332024,0.1655844114054793,0.17577558785524008,
2000,0.01,0.6,0.4,0.2,500,-0.17634259,0.050851575720915206,0.09046304055512393,
2000,0.01,0.6,0.4,0.2,1000,0.023155062,0.13218445339904528,0.13310881896533688,
2000,0.01,0.8,0.1,0.1,200,2.7582462,0.035818888937650346,0.07452055427366817,
2000,0.01,0.8,0.1,0.1,500,0.1787291,0.3966818681368544,0.1269158008806993,
2000,0.01,0.8,0.1,0.1,1000,0.002779203,0.02052732531368716,0.08740874895507808,
2000,0.01,0.8,0.1,0.15,200,16.795916,0.43215625893818077,0.1253386839070874,
2000,0.01,0.8,0.1,0.15,500,-1.2624185,0.20812137833906064,0.0680757004887354,
2000,0.01,0.8,0.1,0.15,1000,-0.41425046,0.12145162429262982,0.09296225447402283,
2000,0.01,0.8,0.1,0.2,200,27.719856,0.2602381179879101,0.2480484303948571,
2000,0.01,0.8,0.1,0.2,500,7.7998633,0.15638816743046652,0.0921259499273171,
2000,0.01,0.8,0.1,0.2,1000,0.804887,0.11870868976643534,0.12116298206991745,
2000,0.01,0.8,0.2,0.1,200,1.3656017,0.5651275320370913,0.2630970628824307,
2000,0.01,0.8,0.2,0.1,500,0.20697168,0.21239002040455607,0.0753685477265706,
