PopSize,MutationProbgene,MutationProbIndividual,CrossoverProb,ElitismProb,NumberOfGenerations,Pastreturn,BestFitness,RealReturn,
2000,0.01,0.8,0.2,0.1,1000,0.001211002,0.13298424094257985,0.13612911180347056,
2000,0.01,0.8,0.2,0.15,200,0.31797045,0.3460407418887764,0.09477505918601145,
2000,0.01,0.8,0.2,0.15,500,-0.08488413,0.3473732389506109,0.14337838156404764,
2000,0.01,0.8,0.2,0.15,1000,-0.038086142,0.3073787372020674,0.08215680725965276,
2000,0.01,0.8,0.2,0.2,200,5.561266,0.2682078138135943,0.16103131926842934,
2000,0.01,0.8,0.2,0.2,500,1.0323976,0.7063632814041738,0.10959620541921714,
2000,0.01,0.8,0.2,0.2,1000,8.165791E-4,0.1355114245080281,0.14608773049720422,
2000,0.01,0.8,0.3,0.1,200,1.4539912,0.27661004881479995,0.11835450285863312,
2000,0.01,0.8,0.3,0.1,500,0.14293736,0.3414661101932158,0.23102106430962047,
2000,0.01,0.8,0.3,0.1,1000,0.08858383,0.02919826957699865,0.1110868961631091,
2000,0.01,0.8,0.3,0.15,200,0.98401004,0.23311413968813605,0.10292454086081491,
2000,0.01,0.8,0.3,0.15,500,0.13183923,0.3137960756527629,0.14994695559993948,
2000,0.01,0.8,0.3,0.15,1000,0.00704207,0.15580877038300847,0.17451302478993733,
2000,0.01,0.8,0.3,0.2,200,0.6968806,0.309746010351908,0.10639291797884913,
2000,0.01,0.8,0.3,0.2,500,-0.040008068,0.2112192184667879,0.165833456037398,
2000,0.01,0.8,0.3,0.2,1000,-0.021838874,0.197069413453579,0.16891113063717939,
2000,0.01,0.8,0.4,0.1,200,0.3749791,0.30738967144298984,0.13673437865883226,
2000,0.01,0.8,0.4,0.1,500,0.19883104,0.24924708650446933,0.08816441288791099,
2000,0.01,0.8,0.4,0.1,1000,-0.0015597043,0.19504924337706445,0.21634030466318985,
2000,0.01,0.8,0.4,0.15,200,0.16661406,0.2460317081711095,0.1944708193174859,
2000,0.01,0.8,0.4,0.15,500,0.14080936,0.27388900678198624,0.07918696794839934,
2000,0.01,0.8,0.4,0.15,1000,-0.0010546137,0.3288220974013638,0.12699758998896143,
2000,0.01,0.8,0.4,0.2,200,0.2767847,0.3446075810952537,0.10770415413533657,
2000,0.01,0.8,0.4,0.2,500,0.029509418,0.028774492211356993,0.1023528807107967,
2000,0.01,0.8,0.4,0.2,1000,-0.012389232,0.20458196131721443,0.1129259063512745,
