PopSize,MutationProbgene,MutationProbIndividual,CrossoverProb,ElitismProb,NumberOfGenerations,Pastreturn,BestFitness,RealReturn,
500,0.01,0.8,0.3,0.1,500,5769320.5,0.09665811865098937,0.06119321145265606,
500,0.01,0.8,0.3,0.1,1000,6637609.5,0.09244270585203734,0.058886748797296044,
500,0.01,0.8,0.3,0.1,5000,6803325.5,0.0939687869134026,0.0588063794381373,
500,0.01,0.8,0.3,0.15,200,3201062.5,0.10799724003193335,0.07622127157681365,
500,0.01,0.8,0.3,0.15,500,5787615.5,0.10360081760052932,0.06198139494225682,
500,0.01,0.8,0.3,0.15,1000,6676719.5,0.09456704067062094,0.05914183635624705,
500,0.01,0.8,0.3,0.15,5000,6803329.5,0.09392528278389947,0.0587962447667368,
500,0.01,0.8,0.3,0.2,200,4066233.5,0.10428812995905867,0.06914425596170368,
500,0.01,0.8,0.3,0.2,500,5993675.0,0.08873329094161153,0.05900130741293454,
500,0.01,0.8,0.3,0.2,1000,6697306.5,0.0948572772398736,0.059275074950432285,
500,0.01,0.8,0.3,0.2,5000,6803329.5,0.093916451064174,0.058794189648041735,
500,0.01,0.8,0.4,0.1,200,3750883.5,0.11027986265622089,0.06970804454369882,
500,0.01,0.8,0.4,0.1,500,6224709.5,0.0932698397392728,0.05999025565748652,
500,0.01,0.8,0.4,0.1,1000,6719779.0,0.09839239896733568,0.06002726847751291,
500,0.01,0.8,0.4,0.1,5000,6803329.0,0.0939364935331943,0.05879886490343251,
500,0.01,0.8,0.4,0.15,200,4599444.0,0.08353638617604951,0.06202286305467206,
500,0.01,0.8,0.4,0.15,500,6430335.0,0.09478446120962769,0.05982497312934476,
500,0.01,0.8,0.4,0.15,1000,6758734.0,0.09260927737019264,0.05861160886572497,
500,0.01,0.8,0.4,0.15,5000,6803329.5,0.0939085034911983,0.05879238345580677,
500,0.01,0.8,0.4,0.2,200,4426680.5,0.09206844835299781,0.0629841627920118,
500,0.01,0.8,0.4,0.2,500,6322887.5,0.08991451327832302,0.05840557046769704,
500,0.01,0.8,0.4,0.2,1000,6772109.5,0.09492178110932538,0.059107170876784236,
500,0.01,0.8,0.4,0.2,5000,6803329.5,0.09394099140156383,0.05879991461441511,
1000,0.01,0.5,0.1,0.1,200,3464085.0,0.09250183674758389,0.06535852239873369,
1000,0.01,0.5,0.1,0.1,500,4410504.5,0.11707244997822641,0.06761757394022765,
1000,0.01,0.5,0.1,0.1,1000,6134874.5,0.09609266456530352,0.06064225132754915,
1000,0.01,0.5,0.1,0.1,5000,6801802.0,0.09365119074145245,0.05873271014023705,
1000,0.01,0.5,0.1,0.15,200,3151608.0,0.11219542106996021,0.07087731924633664,
1000,0.01,0.5,0.1,0.15,500,4750357.5,0.10780770974131042,0.06720901825097167,
1000,0.01,0.5,0.1,0.15,1000,6061433.5,0.1013306197623828,0.06208077801361245,
1000,0.01,0.5,0.1,0.15,5000,6802642.0,0.09402185671897398,0.05881999381200829,
1000,0.01,0.5,0.1,0.2,200,2789210.0,0.13537419634919026,0.07990530203797629,
1000,0.01,0.5,0.1,0.2,500,4641212.0,0.094338972480868,0.06557400815035991,
1000,0.01,0.5,0.1,0.2,1000,5976741.5,0.10025847939048446,0.06262572073170951,
1000,0.01,0.5,0.1,0.2,5000,6802684.5,0.09388084731259318,0.058788110997208945,
1000,0.01,0.5,0.2,0.1,200,3600335.8,0.12011471509014231,0.07135723133221028,
1000,0.01,0.5,0.2,0.1,500,5278016.0,0.09920212873585577,0.06380389572551898,
1000,0.01,0.5,0.2,0.1,1000,6476272.0,0.09530189060432044,0.059834946407625524,
1000,0.01,0.5,0.2,0.1,5000,6803240.0,0.09385373864429898,0.058779812986548656,
1000,0.01,0.5,0.2,0.15,200,3373816.8,0.10716434021088167,0.0721527566759712,
1000,0.01,0.5,0.2,0.15,500,5626994.5,0.1054871618727607,0.06390307925297264,
1000,0.01,0.5,0.2,0.15,1000,6556337.0,0.0945984924593963,0.05955616215042928,
1000,0.01,0.5,0.2,0.15,5000,6803313.5,0.0938822557081546,0.058786279431116716,
1000,0.01,0.5,0.2,0.2,200,3266689.0,0.12313160254459916,0.07596232672350926,
1000,0.01,0.5,0.2,0.2,500,5454701.0,0.0939477266801137,0.06152700730577625,
1000,0.01,0.5,0.2,0.2,1000,6582863.0,0.09258934764835834,0.05869031999001003,
1000,0.01,0.5,0.2,0.2,5000,6803325.5,0.09396903795223271,0.05880640029692419,
1000,0.01,0.5,0.3,0.1,200,4168234.2,0.10903190260314957,0.06801358234141894,
1000,0.01,0.5,0.3,0.1,500,5953928.0,0.09488821897112071,0.062232551373065666,
1000,0.01,0.5,0.3,0.1,1000,6657186.5,0.09296427545417422,0.0589025401085387,
1000,0.01,0.5,0.3,0.1,5000,6803328.5,0.09389677240136796,0.05878959734286995,
1000,0.01,0.5,0.3,0.15,200,3847514.0,0.10491227530759967,0.06951791603182464,
1000,0.01,0.5,0.3,0.15,500,6004012.5,0.08895643644597587,0.05927327483029343,
1000,0.01,0.5,0.3,0.15,1000,6731672.5,0.09607328040969934,0.059502957408733285,
1000,0.01,0.5,0.3,0.15,5000,6803329.0,0.09390444458402177,0.05879139686224228,
1000,0.01,0.5,0.3,0.2,200,3960373.5,0.1118793074575106,0.06769903718350849,
1000,0.01,0.5,0.3,0.2,500,6197925.0,0.0931542274233367,0.05924331274627705,
1000,0.01,0.5,0.3,0.2,1000,6747597.5,0.0918188184703593,0.05839981573121392,
1000,0.01,0.5,0.3,0.2,5000,6803329.5,0.09392221709819241,0.058795538542883004,
1000,0.01,0.5,0.4,0.1,200,4637838.0,0.10062169621028631,0.06778139260114106,
1000,0.01,0.5,0.4,0.1,500,6134149.0,0.09359472657346989,0.05975614177989967,
1000,0.01,0.5,0.4,0.1,1000,6725280.5,0.09217115169281856,0.05846436793771615,
1000,0.01,0.5,0.4,0.1,5000,6803329.0,0.09392180913481799,0.058795444734254375,
1000,0.01,0.5,0.4,0.15,200,4858223.0,0.10946552302185612,0.06632038287140986,
1000,0.01,0.5,0.4,0.15,500,6284892.0,0.09934832669665085,0.06094682096467781,
1000,0.01,0.5,0.4,0.15,1000,6769756.0,0.09413338461373268,0.05890110417408646,
1000,0.01,0.5,0.4,0.15,5000,6803329.0,0.09391357187094919,0.058793559960914656,
1000,0.01,0.5,0.4,0.2,200,4262451.0,0.09201411010722979,0.06289557345862648,
1000,0.01,0.5,0.4,0.2,500,6203642.5,0.0901780819494224,0.0591336128471055,
1000,0.01,0.5,0.4,0.2,1000,6778637.0,0.09505799273209273,0.0590892791493355,
1000,0.01,0.5,0.4,0.2,5000,6803329.5,0.09391684096194337,0.058794282360498815,
1000,0.01,0.6,0.1,0.1,200,3003962.5,0.12059757577945825,0.07165511196229302,
1000,0.01,0.6,0.1,0.1,500,4833292.0,0.09312881107692383,0.061608186930821776,
1000,0.01,0.6,0.1,0.1,1000,6119984.5,0.10445785800684959,0.061634707055878514,
1000,0.01,0.6,0.1,0.1,5000,6801402.5,0.09402705108552432,0.05882246132943167,
1000,0.01,0.6,0.1,0.15,200,3214792.0,0.13636839390162833,0.07417449621127425,
1000,0.01,0.6,0.1,0.15,500,4510039.5,0.11052205386372639,0.06794749607459671,
1000,0.01,0.6,0.1,0.15,1000,6116785.0,0.09396381539163474,0.06042389864679154,
1000,0.01,0.6,0.1,0.15,5000,6802568.5,0.09372436846389307,0.0587513870785364,
1000,0.01,0.6,0.1,0.2,200,3056848.5,0.13842787068077206,0.07876339412967612,
1000,0.01,0.6,0.1,0.2,500,4604933.0,0.11128421419741817,0.06769612954676688,
1000,0.01,0.6,0.1,0.2,1000,6139839.0,0.09651542939851543,0.06149836295451159,
1000,0.01,0.6,0.1,0.2,5000,6802815.5,0.09367389615421833,0.058738743986905644,
1000,0.01,0.6,0.2,0.1,200,3492522.5,0.11902364825043835,0.06939708573008822,
1000,0.01,0.6,0.2,0.1,500,5372313.5,0.10219984881463134,0.06252902988834469,
1000,0.01,0.6,0.2,0.1,1000,6496863.0,0.10097250182609108,0.060848650029098665,
1000,0.01,0.6,0.2,0.1,5000,6803247.5,0.09387631016851426,0.05878499821382392,
1000,0.01,0.6,0.2,0.15,200,3430597.2,0.11401149671680327,0.07071789711696798,
1000,0.01,0.6,0.2,0.15,500,5619820.0,0.10763254742198407,0.06417110106059062,
1000,0.01,0.6,0.2,0.15,1000,6553748.5,0.09645015025918771,0.05989446711500467,
1000,0.01,0.6,0.2,0.15,5000,6803313.0,0.09389730370377675,0.05878985682537003,
1000,0.01,0.6,0.2,0.2,200,3251539.2,0.11936502709629722,0.07156479564420391,
1000,0.01,0.6,0.2,0.2,500,5510033.0,0.10102111193908171,0.06286430004403297,
1000,0.01,0.6,0.2,0.2,1000,6576718.0,0.09525776916675739,0.059278119939828754,
1000,0.01,0.6,0.2,0.2,5000,6803327.0,0.09393428828162438,0.058798377946301265,
1000,0.01,0.6,0.3,0.1,200,4261371.5,0.12513787017320144,0.07433437610297162,
1000,0.01,0.6,0.3,0.1,500,6129942.0,0.09970447248888772,0.06103520710939342,
1000,0.01,0.6,0.3,0.1,1000,6659284.0,0.0983002887616734,0.05981746999305367,
1000,0.01,0.6,0.3,0.1,5000,6803328.0,0.0939285484240371,0.058796964011436685,
1000,0.01,0.6,0.3,0.15,200,3878110.5,0.11207506992202795,0.06935238134350839,
1000,0.01,0.6,0.3,0.15,500,6125725.0,0.09740561071428334,0.06090991475065635,
1000,0.01,0.6,0.3,0.15,1000,6701856.5,0.09406211847263578,0.05911232215661933,
1000,0.01,0.6,0.3,0.15,5000,6803329.5,0.09391704900150871,0.058794326934571185,
1000,0.01,0.6,0.3,0.2,200,3179413.2,0.1276900801529241,0.07296969857214278,
1000,0.01,0.6,0.3,0.2,500,5842114.5,0.0915123076902599,0.06092673125048838,
1000,0.01,0.6,0.3,0.2,1000,6720435.5,0.09308833366594822,0.058713549893356996,
1000,0.01,0.6,0.3,0.2,5000,6803329.5,0.09390381336726715,0.05879126178830821,
1000,0.01,0.6,0.4,0.1,200,4119569.5,0.11987084918677073,0.0692411766840504,
1000,0.01,0.6,0.4,0.1,500,6278304.5,0.09975023855446985,0.06098566923372853,
1000,0.01,0.6,0.4,0.1,1000,6745528.0,0.09302778327555608,0.058706966939976055,
1000,0.01,0.6,0.4,0.1,5000,6803329.5,0.09391381567893202,0.05879358852346912,
1000,0.01,0.6,0.4,0.15,200,4326244.0,0.11053383627422791,0.06877777838683641,
1000,0.01,0.6,0.4,0.15,500,6323390.0,0.10001152861869783,0.061241564929385955,
1000,0.01,0.6,0.4,0.15,1000,6774555.0,0.09492462347664067,0.05907027734488281,
1000,0.01,0.6,0.4,0.15,5000,6803329.5,0.09391842471464554,0.05879465985327196,
1000,0.01,0.6,0.4,0.2,200,3954390.5,0.12955401028349534,0.07407494174152976,
1000,0.01,0.6,0.4,0.2,500,6364151.0,0.09247986657174549,0.05913302604938283,
1000,0.01,0.6,0.4,0.2,1000,6782887.0,0.09398131610547902,0.05885772943418934,
1000,0.01,0.6,0.4,0.2,5000,6803329.5,0.09391662979871993,0.05879422922854051,
1000,0.01,0.8,0.1,0.1,200,2707050.5,0.12303935690838513,0.07566036284809485,
1000,0.01,0.8,0.1,0.1,500,4706355.5,0.1031163785872791,0.06464564540951334,
1000,0.01,0.8,0.1,0.1,1000,6035047.0,0.09973775662064552,0.060805483881808946,
1000,0.01,0.8,0.1,0.1,5000,6801865.0,0.09357785704983095,0.05872057214186604,
1000,0.01,0.8,0.1,0.15,200,2969809.2,0.12328520109585242,0.07238739276120554,
1000,0.01,0.8,0.1,0.15,500,4978299.5,0.10696204167868043,0.06494286651839397,
1000,0.01,0.8,0.1,0.15,1000,6144914.0,0.0966843287886228,0.06052037522451886,
1000,0.01,0.8,0.1,0.15,5000,6802571.5,0.0938142026943869,0.058771435380323644,
1000,0.01,0.8,0.1,0.2,200,3010479.8,0.13020214722663756,0.0772401437302812,
1000,0.01,0.8,0.1,0.2,500,4757205.5,0.1138960271966673,0.06701636369127821,
1000,0.01,0.8,0.1,0.2,1000,6048044.0,0.09810389010985089,0.06088507487930957,
1000,0.01,0.8,0.1,0.2,5000,6802668.5,0.09391664730377344,0.05879631419314778,
1000,0.01,0.8,0.2,0.1,200,3235099.5,0.12828668281643862,0.07608327871515286,
1000,0.01,0.8,0.2,0.1,500,5613808.5,0.10139153163177038,0.0639482682218154,
1000,0.01,0.8,0.2,0.1,1000,6509572.0,0.09502353938852315,0.05955372542079772,
1000,0.01,0.8,0.2,0.1,5000,6803254.5,0.09399732540908175,0.058813148552275867,
1000,0.01,0.8,0.2,0.15,200,3451904.2,0.1154807066693544,0.07474141555719543,
1000,0.01,0.8,0.2,0.15,500,5576985.0,0.0951507197813201,0.06106880821723599,
1000,0.01,0.8,0.2,0.15,1000,6545266.5,0.09111581042781955,0.058688593354294286,
1000,0.01,0.8,0.2,0.15,5000,6803310.0,0.09391950828119783,0.058794935564329236,
1000,0.01,0.8,0.2,0.2,200,3467211.8,0.11361102503954351,0.07111482512967568,
1000,0.01,0.8,0.2,0.2,500,5484218.5,0.09763483522142831,0.06031032455013884,
1000,0.01,0.8,0.2,0.2,1000,6600860.5,0.0945013769867199,0.059085496029665355,
1000,0.01,0.8,0.2,0.2,5000,6803324.5,0.09396128293003234,0.05880465147433843,
1000,0.01,0.8,0.3,0.1,200,4189253.0,0.09778364313308285,0.06330962766987705,
1000,0.01,0.8,0.3,0.1,500,5905306.0,0.09749442660387786,0.06216731648222514,
1000,0.01,0.8,0.3,0.1,1000,6657612.5,0.09505936773464914,0.059467703878585784,
1000,0.01,0.8,0.3,0.1,5000,6803328.5,0.0939188226492215,0.05879471556603026,
1000,0.01,0.8,0.3,0.15,200,3887697.0,0.1146487670793627,0.07233795308746477,
1000,0.01,0.8,0.3,0.15,500,5955505.5,0.10276852798496615,0.06339381529795704,
1000,0.01,0.8,0.3,0.15,1000,6702374.5,0.09301345181566976,0.058790584748933,
1000,0.01,0.8,0.3,0.15,5000,6803329.5,0.09393153069938263,0.058797709279458085,
1000,0.01,0.8,0.3,0.2,200,4315098.0,0.10413317355756938,0.06655076989046659,
1000,0.01,0.8,0.3,0.2,500,6031107.0,0.09004726760334929,0.05902766036167034,
1000,0.01,0.8,0.3,0.2,1000,6737191.5,0.09273466221013849,0.058635490520214974,
1000,0.01,0.8,0.3,0.2,5000,6803329.5,0.09392885852277495,0.05879707329490328,
1000,0.01,0.8,0.4,0.1,200,4387812.5,0.10984637321598219,0.06560710978999426,
1000,0.01,0.8,0.4,0.1,500,6259904.5,0.10120223388813805,0.061755165429407344,
1000,0.01,0.8,0.4,0.1,1000,6738961.5,0.093133498704558,0.058744794706981504,
1000,0.01,0.8,0.4,0.1,5000,6803329.5,0.09392249821953289,0.05879559118441415,
1000,0.01,0.8,0.4,0.15,200,4402013.0,0.08663547178726182,0.06217217250537387,
1000,0.01,0.8,0.4,0.15,500,6325487.0,0.09227383006413334,0.05918457294870794,
1000,0.01,0.8,0.4,0.15,1000,6769215.0,0.0947208218821422,0.059061146834646416,
1000,0.01,0.8,0.4,0.15,5000,6803329.5,0.09391021031692236,0.0587927490061367,
1000,0.01,0.8,0.4,0.2,200,4523319.0,0.11212326432958364,0.06824001463678983,
1000,0.01,0.8,0.4,0.2,500,6375443.5,0.09558050461953232,0.06005253099349767,
1000,0.01,0.8,0.4,0.2,1000,6776332.0,0.093770518949021,0.058821522804444186,
1000,0.01,0.8,0.4,0.2,5000,6803329.5,0.0939113923048198,0.05879303743723376,
2000,0.01,0.5,0.1,0.1,200,3061994.8,0.13958099105310906,0.07188725422549518,
2000,0.01,0.5,0.1,0.1,500,4758656.0,0.1036690512404184,0.06558809750309472,
2000,0.01,0.5,0.1,0.1,1000,6052407.5,0.08971869955556812,0.058635933311498065,
2000,0.01,0.5,0.1,0.1,5000,6801641.5,0.0939516931030793,0.058807980480294224,
2000,0.01,0.5,0.1,0.15,200,3024316.0,0.15433631505200546,0.07995051090780336,
2000,0.01,0.5,0.1,0.15,500,4791664.5,0.10086036774706263,0.06365812368628761,
2000,0.01,0.5,0.1,0.15,1000,6108788.5,0.09491692908134208,0.060540969366902786,
2000,0.01,0.5,0.1,0.15,5000,6802540.5,0.09372975790824474,0.058750950391478554,
2000,0.01,0.5,0.1,0.2,200,2903090.0,0.13874512677648596,0.07233355731526049,
2000,0.01,0.5,0.1,0.2,500,4639107.5,0.11932090612863394,0.06890047196991915,
2000,0.01,0.5,0.1,0.2,1000,6171889.0,0.09475569746993931,0.05995293251620927,
