PopSize,MutationProbgene,MutationProbIndividual,CrossoverProb,ElitismProb,NumberOfGenerations,BestFitness,RealReturn,
500,0.01,0.3,0.3,0.1,500,-42.235626,0.21600598535522486,
500,0.01,0.3,0.3,0.1,1000,-678.1869,0.20043076177460684,
500,0.01,0.3,0.3,0.15,200,-1.3660665,0.42132104934750525,
500,0.01,0.3,0.3,0.15,500,-1845.5105,0.09268918765377097,
500,0.01,0.3,0.3,0.15,1000,-145.37512,0.09474985506793357,
500,0.01,0.3,0.3,0.2,200,-119.89139,0.164481779158722,
500,0.01,0.3,0.3,0.2,500,-74.41557,0.1429765971993096,
500,0.01,0.3,0.3,0.2,1000,-976.21234,0.1363858697126676,
500,0.01,0.3,0.3,0.5,200,61.331814,0.3333574332589855,
500,0.01,0.3,0.3,0.5,500,27.741058,0.2624048146208077,
500,0.01,0.3,0.3,0.5,1000,-899.42096,0.1601542242526539,
500,0.01,0.3,0.3,0.8,200,172.55643,0.2292425484514171,
500,0.01,0.3,0.3,0.8,500,44.64126,0.15230609037774792,
500,0.01,0.3,0.3,0.8,1000,45.773804,0.1577191723812998,
500,0.01,0.3,0.6,0.1,200,-57.98112,0.14409466996316844,
500,0.01,0.3,0.6,0.1,500,-665.2647,0.1347256586014365,
500,0.01,0.3,0.6,0.1,1000,-1.705226,0.26873615624928515,
500,0.01,0.3,0.6,0.15,200,-1515.8513,0.2178969322900097,
500,0.01,0.3,0.6,0.15,500,-389.0029,0.07856543005931892,
500,0.01,0.3,0.6,0.15,1000,-213.7042,0.06784141801566698,
500,0.01,0.3,0.6,0.2,200,0.076945625,0.5090218537086736,
500,0.01,0.3,0.6,0.2,500,-308.85864,0.17403417699819482,
500,0.01,0.3,0.6,0.2,1000,-1307.0621,0.04474747543219366,
500,0.01,0.3,0.6,0.5,200,37.557,0.4027654283828198,
500,0.01,0.3,0.6,0.5,500,-276.8779,0.5714518150144039,
500,0.01,0.3,0.6,0.5,1000,-14.207167,0.1483847910585523,
500,0.01,0.3,0.6,0.8,200,112.22184,0.5581641206833704,
500,0.01,0.3,0.6,0.8,500,16.663391,0.46937954048157254,
500,0.01,0.3,0.6,0.8,1000,30.801188,0.40645919235743544,
500,0.01,0.3,0.8,0.1,200,2.8114965,0.03542505362569812,
500,0.01,0.3,0.8,0.1,500,-143.28635,0.09702649263764536,
500,0.01,0.3,0.8,0.1,1000,-388.29562,0.17710096373247644,
500,0.01,0.3,0.8,0.15,200,-4141.7964,0.11279325503363094,
500,0.01,0.3,0.8,0.15,500,-0.06961551,0.047239587501119805,
500,0.01,0.3,0.8,0.15,1000,-804.4699,0.08121353235385301,
500,0.01,0.3,0.8,0.2,200,0.4224299,0.27858135504469805,
500,0.01,0.3,0.8,0.2,500,-1557.779,0.151314286319488,
500,0.01,0.3,0.8,0.2,1000,-6849.3735,0.16068190419825037,
500,0.01,0.3,0.8,0.5,200,-4.0976787,0.2023272513170891,
500,0.01,0.3,0.8,0.5,500,-46.596844,0.07579297765864101,
500,0.01,0.3,0.8,0.5,1000,-362.00385,0.39359894324934475,
500,0.01,0.3,0.8,0.8,200,63.043983,0.16919931664726268,
500,0.01,0.3,0.8,0.8,500,35.594585,0.40151717429694683,
500,0.01,0.3,0.8,0.8,1000,1.5094568,0.31269746766779577,
500,0.01,0.3,0.9,0.1,200,1.2129653,0.1844489273049372,
500,0.01,0.3,0.9,0.1,500,-264.42972,0.10833172412772647,
500,0.01,0.3,0.9,0.1,1000,-482.6415,0.2798924648876045,
500,0.01,0.3,0.9,0.15,200,-267.24466,0.20062934437503308,
500,0.01,0.3,0.9,0.15,500,-0.24508537,0.20984457552641747,
500,0.01,0.3,0.9,0.15,1000,-447.07764,0.3043705406807109,
500,0.01,0.3,0.9,0.2,200,0.43574867,0.15292965720933152,
500,0.01,0.3,0.9,0.2,500,-24.093573,0.20233873821560264,
500,0.01,0.3,0.9,0.2,1000,-1714.6736,0.22868476150905084,
500,0.01,0.3,0.9,0.5,200,6.098809,0.14600399989572138,
500,0.01,0.3,0.9,0.5,500,-1213.1865,0.325863901569597,
500,0.01,0.3,0.9,0.5,1000,-1287.2712,0.3365911072635733,
500,0.01,0.3,0.9,0.8,200,8.682534,0.053667846483998465,
500,0.01,0.3,0.9,0.8,500,22.690266,0.13747311700505438,
500,0.01,0.3,0.9,0.8,1000,-39.080433,0.2504712913877008,
500,0.01,0.5,0.1,0.1,200,-9932.417,0.1163299846620174,
500,0.01,0.5,0.1,0.1,500,0.16128145,0.29110960540167946,
500,0.01,0.5,0.1,0.1,1000,-2357.729,0.08844071282221351,
500,0.01,0.5,0.1,0.15,200,20.182926,0.1624057343523102,
500,0.01,0.5,0.1,0.15,500,-51.62292,0.1203506010567287,
500,0.01,0.5,0.1,0.15,1000,-65.60283,0.12767551187160298,
500,0.01,0.5,0.1,0.2,200,33.378063,0.26950319020724345,
500,0.01,0.5,0.1,0.2,500,-19.699747,0.16228605699744791,
500,0.01,0.5,0.1,0.2,1000,-78.09401,0.15306652941779092,
500,0.01,0.5,0.1,0.5,200,88.06063,0.4498128989622782,
500,0.01,0.5,0.1,0.5,500,68.69385,0.5720030041808308,
500,0.01,0.5,0.1,0.5,1000,39.19177,0.08153502554003224,
500,0.01,0.5,0.1,0.8,200,120.012764,0.24279499998884016,
500,0.01,0.5,0.1,0.8,500,154.9047,0.32375600721730435,
500,0.01,0.5,0.1,0.8,1000,116.002716,0.33577179593393863,
500,0.01,0.5,0.2,0.1,200,0.17880915,0.18768715371314182,
500,0.01,0.5,0.2,0.1,500,-12.322456,0.18181406520594778,
500,0.01,0.5,0.2,0.1,1000,-638.8766,0.15983440730967136,
500,0.01,0.5,0.2,0.15,200,0.16506246,0.4179791953253329,
500,0.01,0.5,0.2,0.15,500,0.16130324,0.15879285018603664,
