PopSize,MutationProbgene,MutationProbIndividual,CrossoverProb,ElitismProb,NumberOfGenerations,BestFitness,RealReturn,
500,0.2,0.8,0.2,0.8,200,-323.02966,0.21080309845439252,
500,0.2,0.8,0.2,0.8,500,-183.89023,0.10731840402543605,
500,0.2,0.8,0.2,0.8,1000,-562.14734,0.2092878784167119,
500,0.2,0.8,0.3,0.1,200,-407.77948,0.2192611105176626,
500,0.2,0.8,0.3,0.1,500,-282.48306,0.24305084666674645,
500,0.2,0.8,0.3,0.1,1000,-678.1218,0.21917982667866406,
500,0.2,0.8,0.3,0.15,200,-650.8165,0.18675892576262218,
500,0.2,0.8,0.3,0.15,500,-361.2406,0.20709084042603335,
500,0.2,0.8,0.3,0.15,1000,-379.68655,0.20400171703245193,
500,0.2,0.8,0.3,0.2,200,-344.96173,0.24243064559873304,
500,0.2,0.8,0.3,0.2,500,-766.5175,0.12973556156569288,
500,0.2,0.8,0.3,0.2,1000,-809.0301,0.19518331512839204,
500,0.2,0.8,0.3,0.5,200,-604.53815,0.2776440849428985,
500,0.2,0.8,0.3,0.5,500,-752.8701,0.23243536102717507,
500,0.2,0.8,0.3,0.5,1000,-487.57462,0.09770730471477694,
500,0.2,0.8,0.3,0.8,200,-180.46585,0.2691689820123718,
500,0.2,0.8,0.3,0.8,500,-265.25784,0.2194013014215312,
500,0.2,0.8,0.3,0.8,1000,-496.68076,0.25822359099954323,
500,0.2,0.8,0.6,0.1,200,-198.109,0.1362503012859534,
500,0.2,0.8,0.6,0.1,500,-768.3928,0.3092586565459023,
500,0.2,0.8,0.6,0.1,1000,-2021.7308,0.18914155002134098,
500,0.2,0.8,0.6,0.15,200,-697.9844,0.12933807713555837,
500,0.2,0.8,0.6,0.15,500,-511.28452,0.24182897659231692,
500,0.2,0.8,0.6,0.15,1000,-394.40118,0.27951222130880904,
500,0.2,0.8,0.6,0.2,200,-326.19757,0.321673479210495,
500,0.2,0.8,0.6,0.2,500,-362.01605,0.20680632120585282,
500,0.2,0.8,0.6,0.2,1000,-1513.8231,0.09120774383403352,
500,0.2,0.8,0.6,0.5,200,-354.1205,0.33274601762044814,
500,0.2,0.8,0.6,0.5,500,-470.51675,0.16474906708064185,
500,0.2,0.8,0.6,0.5,1000,-1461.8746,0.1944057642314114,
500,0.2,0.8,0.6,0.8,200,-527.29407,0.12642397814370562,
500,0.2,0.8,0.6,0.8,500,-231.87787,0.26425431106562186,
500,0.2,0.8,0.6,0.8,1000,-457.20184,0.17166787941672104,
500,0.2,0.8,0.8,0.1,200,-814.879,0.21190341303440227,
500,0.2,0.8,0.8,0.1,500,-493.67694,0.21839063884793639,
500,0.2,0.8,0.8,0.1,1000,-602.86365,0.34235481272755125,
500,0.2,0.8,0.8,0.15,200,-308.54822,0.26339915986511203,
500,0.2,0.8,0.8,0.15,500,-206.9581,0.18868562911796674,
500,0.2,0.8,0.8,0.15,1000,-398.29376,0.3957477133520827,
500,0.2,0.8,0.8,0.2,200,-405.95743,0.08469203393348584,
500,0.2,0.8,0.8,0.2,500,-441.42886,0.2598546259421656,
500,0.2,0.8,0.8,0.2,1000,-227.50108,0.20789424267330464,
500,0.2,0.8,0.8,0.5,200,-201.64487,0.17217443328575258,
500,0.2,0.8,0.8,0.5,500,-632.862,0.14177186086910903,
500,0.2,0.8,0.8,0.5,1000,-621.3037,0.18393739984386934,
500,0.2,0.8,0.8,0.8,200,-317.30447,0.2120607733245152,
500,0.2,0.8,0.8,0.8,500,-210.00406,0.21544963922732457,
500,0.2,0.8,0.8,0.8,1000,-562.9643,0.18854165504288525,
500,0.2,0.8,0.9,0.1,200,-56.195652,0.21348338228383723,
500,0.2,0.8,0.9,0.1,500,-473.28482,0.23195634375337357,
500,0.2,0.8,0.9,0.1,1000,-283.39124,0.19816508754142498,
500,0.2,0.8,0.9,0.15,200,-339.8219,0.24567224313649805,
500,0.2,0.8,0.9,0.15,500,-400.46722,0.3297048590345195,
500,0.2,0.8,0.9,0.15,1000,-509.967,0.2555293034772816,
500,0.2,0.8,0.9,0.2,200,-379.93463,0.1972273347820393,
500,0.2,0.8,0.9,0.2,500,-653.6241,0.15278138560814142,
500,0.2,0.8,0.9,0.2,1000,-494.58316,0.2965998511538104,
500,0.2,0.8,0.9,0.5,200,-497.93225,0.18039838486700188,
500,0.2,0.8,0.9,0.5,500,-514.762,0.1673863782095711,
500,0.2,0.8,0.9,0.5,1000,-744.2128,0.17223160096445625,
500,0.2,0.8,0.9,0.8,200,-413.04004,0.1911670130375479,
500,0.2,0.8,0.9,0.8,500,-201.52003,0.26561955876943677,
500,0.2,0.8,0.9,0.8,1000,-224.82687,0.18101205796812553,
500,0.3,0.05,0.1,0.1,200,-167.19023,0.19921209121092634,
500,0.3,0.05,0.1,0.1,500,-175.34041,0.11265084789668554,
500,0.3,0.05,0.1,0.1,1000,-309.2061,0.1577027612529456,
500,0.3,0.05,0.1,0.15,200,-433.16364,0.21961228981221498,
500,0.3,0.05,0.1,0.15,500,-213.77911,0.20521003550171907,
500,0.3,0.05,0.1,0.15,1000,-294.34647,0.27220236116213853,
500,0.3,0.05,0.1,0.2,200,-227.12053,0.26272623103493276,
500,0.3,0.05,0.1,0.2,500,-197.90848,0.16667783940363962,
500,0.3,0.05,0.1,0.2,1000,-506.738,0.10855075984573367,
500,0.3,0.05,0.1,0.5,200,-211.6814,0.22208458186205787,
500,0.3,0.05,0.1,0.5,500,-223.25162,0.18924478565852912,
500,0.3,0.05,0.1,0.5,1000,-515.8277,0.21845279973196352,
500,0.3,0.05,0.1,0.8,200,-125.91259,0.29790608971964144,
500,0.3,0.05,0.1,0.8,500,-132.69273,0.24017095606379069,
500,0.3,0.05,0.1,0.8,1000,-177.17474,0.23592608922583996,
500,0.3,0.05,0.2,0.1,200,-309.30554,0.27781082601958523,
500,0.3,0.05,0.2,0.1,500,-258.13788,0.22056901525290665,
500,0.3,0.05,0.2,0.1,1000,-303.29446,0.18483396451858006,
500,0.3,0.05,0.2,0.15,200,-444.83893,0.20199558582323118,
500,0.3,0.05,0.2,0.15,500,-159.0791,0.21138484545507077,
500,0.3,0.05,0.2,0.15,1000,-251.10652,0.21728959326012048,
500,0.3,0.05,0.2,0.2,200,-190.52547,0.21699005650310074,
500,0.3,0.05,0.2,0.2,500,-182.04291,0.18887740656006263,
500,0.3,0.05,0.2,0.2,1000,-558.6124,0.20042659369238588,
500,0.3,0.05,0.2,0.5,200,-100.05885,0.3117552617994198,
500,0.3,0.05,0.2,0.5,500,-158.50566,0.23057389560079353,
500,0.3,0.05,0.2,0.5,1000,-304.52267,0.23983888161782715,
500,0.3,0.05,0.2,0.8,200,-5.138685,0.18156121904361616,
500,0.3,0.05,0.2,0.8,500,-256.80713,0.31945019955557824,
500,0.3,0.05,0.2,0.8,1000,-238.64268,0.27923080293120917,
500,0.3,0.05,0.3,0.1,200,-132.29454,0.19112117337242832,
500,0.3,0.05,0.3,0.1,500,-688.74286,0.18324132267432403,
500,0.3,0.05,0.3,0.1,1000,-117.93507,0.19681335327458346,
500,0.3,0.05,0.3,0.15,200,-174.6564,0.2986687803591323,
500,0.3,0.05,0.3,0.15,500,-260.38586,0.265986753936506,
500,0.3,0.05,0.3,0.15,1000,-241.68158,0.292577412205213,
500,0.3,0.05,0.3,0.2,200,-137.21439,0.29581026653592096,
500,0.3,0.05,0.3,0.2,500,-362.19427,0.23840045442341373,
500,0.3,0.05,0.3,0.2,1000,-319.5087,0.12717217067849312,
500,0.3,0.05,0.3,0.5,200,-155.17326,0.1950598728775839,
500,0.3,0.05,0.3,0.5,500,-139.97168,0.18736775223316898,
500,0.3,0.05,0.3,0.5,1000,-295.57144,0.34030142715607586,
500,0.3,0.05,0.3,0.8,200,-40.536133,0.3203519604311866,
500,0.3,0.05,0.3,0.8,500,-57.62471,0.2160558888053463,
500,0.3,0.05,0.3,0.8,1000,-156.94153,0.2371213881028794,
500,0.3,0.05,0.6,0.1,200,-177.00604,0.1534838498367549,
500,0.3,0.05,0.6,0.1,500,-230.25366,0.3325735719654307,
500,0.3,0.05,0.6,0.1,1000,-298.62848,0.18322672062077403,
500,0.3,0.05,0.6,0.15,200,-134.85513,0.1645240965718916,
500,0.3,0.05,0.6,0.15,500,-351.64377,0.27397887450376013,
500,0.3,0.05,0.6,0.15,1000,-184.90332,0.2966671041923723,
500,0.3,0.05,0.6,0.2,200,-138.35236,0.2305633744677937,
500,0.3,0.05,0.6,0.2,500,-660.79333,0.22853244207526305,
500,0.3,0.05,0.6,0.2,1000,-328.7873,0.20578525226496444,
500,0.3,0.05,0.6,0.5,200,-207.20688,0.22033166701415755,
500,0.3,0.05,0.6,0.5,500,-418.76666,0.19261914868975666,
500,0.3,0.05,0.6,0.5,1000,-405.44897,0.18258749992818496,
500,0.3,0.05,0.6,0.8,200,-50.71391,0.21491224159927894,
500,0.3,0.05,0.6,0.8,500,-146.78421,0.27481672110435873,
500,0.3,0.05,0.6,0.8,1000,-293.2269,0.37043628778988147,
500,0.3,0.05,0.8,0.1,200,-188.629,0.23010837667346482,
500,0.3,0.05,0.8,0.1,500,-203.31914,0.2597997797216213,
500,0.3,0.05,0.8,0.1,1000,-326.05313,0.19998502643586522,
500,0.3,0.05,0.8,0.15,200,-572.71387,0.23116585977352935,
500,0.3,0.05,0.8,0.15,500,-194.1529,0.22055888810841956,
500,0.3,0.05,0.8,0.15,1000,-262.00018,0.2243267593101698,
500,0.3,0.05,0.8,0.2,200,-179.88086,0.20688395558909228,
500,0.3,0.05,0.8,0.2,500,-199.81956,0.22715061595047145,
500,0.3,0.05,0.8,0.2,1000,-164.23366,0.3270811341533789,
500,0.3,0.05,0.8,0.5,200,-235.23956,0.21902738086198872,
500,0.3,0.05,0.8,0.5,500,-225.93285,0.20405612549018276,
500,0.3,0.05,0.8,0.5,1000,-383.96896,0.1423874036363813,
500,0.3,0.05,0.8,0.8,200,-33.161625,0.2976397504247107,
500,0.3,0.05,0.8,0.8,500,-227.89105,0.1834659078836511,
500,0.3,0.05,0.8,0.8,1000,-100.02696,0.3015436255509609,
500,0.3,0.05,0.9,0.1,200,-153.68802,0.24154465482414053,
500,0.3,0.05,0.9,0.1,500,-58.300873,0.2234385393837413,
500,0.3,0.05,0.9,0.1,1000,-112.4104,0.23955950987315555,
500,0.3,0.05,0.9,0.15,200,-101.88514,0.3064219796005774,
500,0.3,0.05,0.9,0.15,500,-203.82948,0.2593040055308012,
500,0.3,0.05,0.9,0.15,1000,-135.07028,0.2248555439134265,
500,0.3,0.05,0.9,0.2,200,-274.99915,0.28704489227233904,
500,0.3,0.05,0.9,0.2,500,-193.25333,0.29998912431054003,
500,0.3,0.05,0.9,0.2,1000,-142.55643,0.2999859438353349,
500,0.3,0.05,0.9,0.5,200,-196.0459,0.2562120745120903,
500,0.3,0.05,0.9,0.5,500,-249.49768,0.20075483180930243,
500,0.3,0.05,0.9,0.5,1000,-359.25427,0.25960111288967397,
500,0.3,0.05,0.9,0.8,200,-168.39873,0.22950326164499854,
500,0.3,0.05,0.9,0.8,500,-72.18923,0.24509091002504105,
500,0.3,0.05,0.9,0.8,1000,-229.3074,0.18873082595707652,
500,0.3,0.1,0.1,0.1,200,-287.6548,0.2398773569189933,
500,0.3,0.1,0.1,0.1,500,-304.2981,0.2244369409022472,
500,0.3,0.1,0.1,0.1,1000,-451.64136,0.15534274406284254,
500,0.3,0.1,0.1,0.15,200,-177.31383,0.27751519381409,
500,0.3,0.1,0.1,0.15,500,-373.04517,0.23504084590551863,
500,0.3,0.1,0.1,0.15,1000,-376.31616,0.1764539209351886,
500,0.3,0.1,0.1,0.2,200,-190.76288,0.15356610185920797,
500,0.3,0.1,0.1,0.2,500,-333.18713,0.2918523852141914,
500,0.3,0.1,0.1,0.2,1000,-258.98602,0.19239669492815437,
500,0.3,0.1,0.1,0.5,200,-147.77357,0.3025529334197627,
500,0.3,0.1,0.1,0.5,500,-216.5615,0.2671244423916265,
500,0.3,0.1,0.1,0.5,1000,-232.44128,0.3275137837849427,
500,0.3,0.1,0.1,0.8,200,-112.57765,0.21584140518400094,
500,0.3,0.1,0.1,0.8,500,-114.035965,0.16513207100653163,
500,0.3,0.1,0.1,0.8,1000,-99.29746,0.29783140232516786,
500,0.3,0.1,0.2,0.1,200,-148.96628,0.2165012227412326,
500,0.3,0.1,0.2,0.1,500,-173.0913,0.2566274752136385,
500,0.3,0.1,0.2,0.1,1000,-292.74435,0.2635748569918508,
500,0.3,0.1,0.2,0.15,200,-213.3868,0.1858260058012105,
500,0.3,0.1,0.2,0.15,500,-363.4848,0.2307874828605521,
500,0.3,0.1,0.2,0.15,1000,-243.1542,0.26558513016041635,
500,0.3,0.1,0.2,0.2,200,-94.67926,0.22279890385514267,
500,0.3,0.1,0.2,0.2,500,-123.12563,0.30411259241213057,
500,0.3,0.1,0.2,0.2,1000,-534.64417,0.2959466090347708,
500,0.3,0.1,0.2,0.5,200,-80.1142,0.19864476165224015,
500,0.3,0.1,0.2,0.5,500,-239.3899,0.24627418068389695,
500,0.3,0.1,0.2,0.5,1000,-192.89839,0.19469966371094188,
500,0.3,0.1,0.2,0.8,200,-97.15884,0.22899843229671832,
500,0.3,0.1,0.2,0.8,500,-111.358284,0.2006466625082169,
500,0.3,0.1,0.2,0.8,1000,-230.52829,0.234523718089994,
500,0.3,0.1,0.3,0.1,200,-240.95647,0.17042717795660903,
500,0.3,0.1,0.3,0.1,500,-249.547,0.2725625402257637,
500,0.3,0.1,0.3,0.1,1000,-248.76651,0.24402722025138932,
500,0.3,0.1,0.3,0.15,200,-128.01569,0.21937624626189986,
500,0.3,0.1,0.3,0.15,500,-303.68033,0.2497964710487853,
500,0.3,0.1,0.3,0.15,1000,-280.32175,0.2501204466387417,
500,0.3,0.1,0.3,0.2,200,-202.19879,0.2494560380535586,
500,0.3,0.1,0.3,0.2,500,-192.30032,0.2131237202440978,
500,0.3,0.1,0.3,0.2,1000,-556.9851,0.1457567809829198,
500,0.3,0.1,0.3,0.5,200,-167.82748,0.1814228992753031,
500,0.3,0.1,0.3,0.5,500,-169.2903,0.23047977100392938,
500,0.3,0.1,0.3,0.5,1000,-491.81015,0.24763211593152973,
500,0.3,0.1,0.3,0.8,200,-62.082897,0.2985497444791024,
500,0.3,0.1,0.3,0.8,500,-163.32458,0.22129522945649646,
500,0.3,0.1,0.3,0.8,1000,-188.65945,0.20828166621792507,
500,0.3,0.1,0.6,0.1,200,-294.73788,0.24728083524461156,
500,0.3,0.1,0.6,0.1,500,-538.40466,0.16592775543549884,
500,0.3,0.1,0.6,0.1,1000,-538.72754,0.1884675325280954,
500,0.3,0.1,0.6,0.15,200,-407.8291,0.18856269235354553,
500,0.3,0.1,0.6,0.15,500,-112.25637,0.2908781923490091,
500,0.3,0.1,0.6,0.15,1000,-174.30693,0.27047957556803454,
500,0.3,0.1,0.6,0.2,200,-152.27429,0.2926348577385789,
500,0.3,0.1,0.6,0.2,500,-184.73497,0.20432925494605508,
500,0.3,0.1,0.6,0.2,1000,-158.98553,0.25164747730333686,
500,0.3,0.1,0.6,0.5,200,-179.17989,0.15986660903637762,
500,0.3,0.1,0.6,0.5,500,-166.18973,0.16856663099050975,
500,0.3,0.1,0.6,0.5,1000,-402.94742,0.13834127985644384,
500,0.3,0.1,0.6,0.8,200,-119.45862,0.2414952929973042,
500,0.3,0.1,0.6,0.8,500,-654.8322,0.09588387527911932,
500,0.3,0.1,0.6,0.8,1000,-449.97702,0.22446187335065093,
500,0.3,0.1,0.8,0.1,200,-184.13782,0.16639092204472913,
500,0.3,0.1,0.8,0.1,500,-195.61044,0.24833893124428638,
500,0.3,0.1,0.8,0.1,1000,-347.54462,0.18649681806215915,
500,0.3,0.1,0.8,0.15,200,-39.923725,0.1978696285871495,
500,0.3,0.1,0.8,0.15,500,-338.92065,0.2209444850645858,
500,0.3,0.1,0.8,0.15,1000,-289.76794,0.26021266402523846,
500,0.3,0.1,0.8,0.2,200,-138.49838,0.2166169105278255,
500,0.3,0.1,0.8,0.2,500,-224.01921,0.3658110110216965,
500,0.3,0.1,0.8,0.2,1000,-177.31953,0.2926368710726245,
500,0.3,0.1,0.8,0.5,200,-106.42377,0.22730708830896212,
500,0.3,0.1,0.8,0.5,500,-278.04327,0.26669162011572717,
500,0.3,0.1,0.8,0.5,1000,-277.85464,0.23620785201078678,
500,0.3,0.1,0.8,0.8,200,-102.45884,0.24956484540188775,
500,0.3,0.1,0.8,0.8,500,-255.51614,0.17505421063265866,
500,0.3,0.1,0.8,0.8,1000,-334.52765,0.27738457257180754,
500,0.3,0.1,0.9,0.1,200,-89.51295,0.21589404977105808,
500,0.3,0.1,0.9,0.1,500,-188.64024,0.21792960898816857,
500,0.3,0.1,0.9,0.1,1000,-232.13591,0.18942828210484786,
500,0.3,0.1,0.9,0.15,200,-136.4314,0.20780780183961234,
500,0.3,0.1,0.9,0.15,500,-255.80731,0.26778730032237136,
500,0.3,0.1,0.9,0.15,1000,-289.09686,0.20635682859048432,
500,0.3,0.1,0.9,0.2,200,-186.09004,0.27982264621768715,
500,0.3,0.1,0.9,0.2,500,-140.2585,0.25263653799119457,
500,0.3,0.1,0.9,0.2,1000,-284.14816,0.2549221091864836,
500,0.3,0.1,0.9,0.5,200,-214.31541,0.14266389282546996,
500,0.3,0.1,0.9,0.5,500,-329.57437,0.1902958859589364,
500,0.3,0.1,0.9,0.5,1000,-475.8773,0.23738638011642943,
500,0.3,0.1,0.9,0.8,200,-54.113953,0.22010181926049946,
500,0.3,0.1,0.9,0.8,500,-156.74916,0.2531200180353845,
500,0.3,0.1,0.9,0.8,1000,-266.36575,0.2630635717281547,
500,0.3,0.15,0.1,0.1,200,-179.57352,0.21291376716742325,
500,0.3,0.15,0.1,0.1,500,-245.66066,0.199674858494107,
500,0.3,0.15,0.1,0.1,1000,-491.9346,0.18697778417888988,
500,0.3,0.15,0.1,0.15,200,-238.93486,0.24344919971040097,
500,0.3,0.15,0.1,0.15,500,-229.41551,0.1856477701299697,
500,0.3,0.15,0.1,0.15,1000,-238.93556,0.3097215720197081,
500,0.3,0.15,0.1,0.2,200,-233.13658,0.1936652236779687,
500,0.3,0.15,0.1,0.2,500,-281.77988,0.17258975058905096,
500,0.3,0.15,0.1,0.2,1000,-356.51248,0.20755085585757302,
500,0.3,0.15,0.1,0.5,200,-128.64848,0.24429683835536292,
500,0.3,0.15,0.1,0.5,500,-210.62177,0.25575176996119814,
500,0.3,0.15,0.1,0.5,1000,-297.42117,0.30510679771061544,
500,0.3,0.15,0.1,0.8,200,-158.66928,0.177496314458542,
500,0.3,0.15,0.1,0.8,500,-162.18182,0.2466508834896967,
500,0.3,0.15,0.1,0.8,1000,-181.95296,0.29099203826182635,
500,0.3,0.15,0.2,0.1,200,-331.26263,0.24624798396860242,
500,0.3,0.15,0.2,0.1,500,-318.4107,0.2683438440104268,
500,0.3,0.15,0.2,0.1,1000,-459.23807,0.2913677028368477,
500,0.3,0.15,0.2,0.15,200,-156.19629,0.2778153090114564,
500,0.3,0.15,0.2,0.15,500,-316.63416,0.2125159882250537,
500,0.3,0.15,0.2,0.15,1000,-366.16107,0.22284145582415932,
500,0.3,0.15,0.2,0.2,200,-189.31561,0.3102107398011891,
500,0.3,0.15,0.2,0.2,500,-262.89648,0.33236713474744983,
500,0.3,0.15,0.2,0.2,1000,-473.46088,0.23596139867460422,
500,0.3,0.15,0.2,0.5,200,-180.8279,0.16975275904416148,
500,0.3,0.15,0.2,0.5,500,-224.09302,0.1449468235459336,
500,0.3,0.15,0.2,0.5,1000,-185.11755,0.27747370499077817,
500,0.3,0.15,0.2,0.8,200,-60.796577,0.25503194307630256,
500,0.3,0.15,0.2,0.8,500,-51.599854,0.19093494541216538,
500,0.3,0.15,0.2,0.8,1000,-123.64372,0.2511294909936308,
500,0.3,0.15,0.3,0.1,200,-188.38881,0.09353248452965332,
500,0.3,0.15,0.3,0.1,500,-199.9935,0.12248354312408319,
500,0.3,0.15,0.3,0.1,1000,-247.03621,0.18696211934530857,
500,0.3,0.15,0.3,0.15,200,-141.69493,0.20240661988558478,
500,0.3,0.15,0.3,0.15,500,-206.71674,0.2317017645129496,
500,0.3,0.15,0.3,0.15,1000,-283.4291,0.20333629673661197,
500,0.3,0.15,0.3,0.2,200,-135.51172,0.2039771057117137,
500,0.3,0.15,0.3,0.2,500,-190.15692,0.24194951127247494,
500,0.3,0.15,0.3,0.2,1000,-273.54556,0.2220637011347146,
500,0.3,0.15,0.3,0.5,200,-205.81404,0.2552203807293448,
500,0.3,0.15,0.3,0.5,500,-186.05363,0.29747668725511106,
500,0.3,0.15,0.3,0.5,1000,-268.09586,0.180986519647581,
500,0.3,0.15,0.3,0.8,200,-126.403534,0.32653127348359506,
500,0.3,0.15,0.3,0.8,500,-135.01219,0.28736716451580807,
500,0.3,0.15,0.3,0.8,1000,-107.85168,0.18694129827367703,
500,0.3,0.15,0.6,0.1,200,-108.265465,0.31511360072695627,
500,0.3,0.15,0.6,0.1,500,-177.03381,0.23816905672281338,
500,0.3,0.15,0.6,0.1,1000,-265.17996,0.23030902146036447,
500,0.3,0.15,0.6,0.15,200,-165.91277,0.19189654450775578,
500,0.3,0.15,0.6,0.15,500,-472.12558,0.24407960586602237,
500,0.3,0.15,0.6,0.15,1000,-197.87164,0.23144487682965537,
500,0.3,0.15,0.6,0.2,200,-165.01595,0.26543236792815994,
500,0.3,0.15,0.6,0.2,500,-347.9807,0.24098881433236508,
500,0.3,0.15,0.6,0.2,1000,-236.88033,0.2733857697056138,
500,0.3,0.15,0.6,0.5,200,-212.66304,0.13064572327923402,
500,0.3,0.15,0.6,0.5,500,-143.94388,0.2465561819554534,
500,0.3,0.15,0.6,0.5,1000,-200.67258,0.18907266340723652,
500,0.3,0.15,0.6,0.8,200,-10.772515,0.18779062110175718,
500,0.3,0.15,0.6,0.8,500,-193.66176,0.1944039733659981,
500,0.3,0.15,0.6,0.8,1000,-371.61246,0.18126179803036413,
500,0.3,0.15,0.8,0.1,200,-33.40612,0.28937701132340443,
500,0.3,0.15,0.8,0.1,500,-338.49957,0.2791011531170185,
500,0.3,0.15,0.8,0.1,1000,-152.59798,0.2955622286719659,
500,0.3,0.15,0.8,0.15,200,-189.9167,0.29544692355983077,
500,0.3,0.15,0.8,0.15,500,-62.998688,0.3271217985524523,
500,0.3,0.15,0.8,0.15,1000,-418.41013,0.23986014527451893,
500,0.3,0.15,0.8,0.2,200,-126.489296,0.22810121041707926,
500,0.3,0.15,0.8,0.2,500,-242.6457,0.2791977947398023,
500,0.3,0.15,0.8,0.2,1000,-257.61362,0.24706424744611746,
500,0.3,0.15,0.8,0.5,200,-228.3148,0.2822030060187738,
500,0.3,0.15,0.8,0.5,500,-213.88275,0.23267619409033577,
500,0.3,0.15,0.8,0.5,1000,-209.86795,0.3430852777987022,
500,0.3,0.15,0.8,0.8,200,-22.782814,0.2283848751193759,
500,0.3,0.15,0.8,0.8,500,-168.74857,0.33540787888769036,
500,0.3,0.15,0.8,0.8,1000,-212.63774,0.23437113317237526,
500,0.3,0.15,0.9,0.1,200,-147.3329,0.28112361534041264,
500,0.3,0.15,0.9,0.1,500,-254.38231,0.22253314029524468,
500,0.3,0.15,0.9,0.1,1000,-164.3643,0.29724311762600525,
500,0.3,0.15,0.9,0.15,200,-59.59505,0.32666595088826017,
500,0.3,0.15,0.9,0.15,500,-87.846695,0.2949852706384082,
500,0.3,0.15,0.9,0.15,1000,-201.66766,0.2896669991927833,
500,0.3,0.15,0.9,0.2,200,-281.49667,0.19394352426339168,
500,0.3,0.15,0.9,0.2,500,-154.42741,0.23121450115444223,
500,0.3,0.15,0.9,0.2,1000,-336.49374,0.13165556019107727,
500,0.3,0.15,0.9,0.5,200,-114.674,0.2746223597798024,
500,0.3,0.15,0.9,0.5,500,-295.28806,0.08346481206134691,
500,0.3,0.15,0.9,0.5,1000,-284.52856,0.26800448053078146,
500,0.3,0.15,0.9,0.8,200,-54.143867,0.29381725454214674,
500,0.3,0.15,0.9,0.8,500,-234.11993,0.26246602131349117,
500,0.3,0.15,0.9,0.8,1000,-160.10982,0.2386081548355216,
500,0.3,0.3,0.1,0.1,200,-290.18085,0.2346654552224048,
500,0.3,0.3,0.1,0.1,500,-310.95563,0.18507265432033485,
500,0.3,0.3,0.1,0.1,1000,-237.79196,0.2019698152768939,
500,0.3,0.3,0.1,0.15,200,-149.20103,0.2697857061607077,
500,0.3,0.3,0.1,0.15,500,-314.1024,0.28947000805824963,
500,0.3,0.3,0.1,0.15,1000,-306.29218,0.21629886972759033,
500,0.3,0.3,0.1,0.2,200,-86.25036,0.28110452213590276,
500,0.3,0.3,0.1,0.2,500,-181.56064,0.16989791047732153,
500,0.3,0.3,0.1,0.2,1000,-262.6723,0.16312255097922276,
500,0.3,0.3,0.1,0.5,200,-58.215534,0.199834952297302,
500,0.3,0.3,0.1,0.5,500,-145.59126,0.3351925119756258,
500,0.3,0.3,0.1,0.5,1000,-284.34613,0.22403268571728216,
500,0.3,0.3,0.1,0.8,200,-12.151745,0.23255885014253536,
500,0.3,0.3,0.1,0.8,500,-251.71715,0.23453117199845702,
500,0.3,0.3,0.1,0.8,1000,-235.67287,0.23786525797632643,
500,0.3,0.3,0.2,0.1,200,-316.19022,0.20090823484003978,
500,0.3,0.3,0.2,0.1,500,-198.88065,0.2196415449760625,
500,0.3,0.3,0.2,0.1,1000,-200.16537,0.2268711421558932,
500,0.3,0.3,0.2,0.15,200,-195.9242,0.3452485565393596,
500,0.3,0.3,0.2,0.15,500,-238.66513,0.21363099508333225,
500,0.3,0.3,0.2,0.15,1000,-433.64932,0.1921153177050339,
500,0.3,0.3,0.2,0.2,200,-490.16983,0.17477348586139596,
500,0.3,0.3,0.2,0.2,500,-206.53491,0.21475457978265655,
500,0.3,0.3,0.2,0.2,1000,-383.89017,0.23429156660160907,
500,0.3,0.3,0.2,0.5,200,-359.02405,0.17351294566629852,
500,0.3,0.3,0.2,0.5,500,-318.96094,0.14601774637405382,
500,0.3,0.3,0.2,0.5,1000,-562.27405,0.28041340089278904,
500,0.3,0.3,0.2,0.8,200,-121.215805,0.2837530145674723,
500,0.3,0.3,0.2,0.8,500,-67.741516,0.2636036174427464,
500,0.3,0.3,0.2,0.8,1000,-136.53902,0.19257345554560318,
500,0.3,0.3,0.3,0.1,200,-285.9944,0.15255344331280982,
500,0.3,0.3,0.3,0.1,500,-119.134186,0.1700232860755768,
500,0.3,0.3,0.3,0.1,1000,-273.4725,0.2808818002417911,
500,0.3,0.3,0.3,0.15,200,-129.6694,0.21610451623272556,
500,0.3,0.3,0.3,0.15,500,-102.10199,0.29662543771524247,
500,0.3,0.3,0.3,0.15,1000,-251.5435,0.20466759312694136,
500,0.3,0.3,0.3,0.2,200,-370.44727,0.33287925949421215,
500,0.3,0.3,0.3,0.2,500,-760.5707,0.3215910096137224,
500,0.3,0.3,0.3,0.2,1000,-227.9902,0.2545895474571592,
500,0.3,0.3,0.3,0.5,200,-315.45322,0.19997613194154407,
500,0.3,0.3,0.3,0.5,500,-292.651,0.08822877336029253,
500,0.3,0.3,0.3,0.5,1000,-368.21283,0.21878008680137007,
500,0.3,0.3,0.3,0.8,200,-115.74942,0.2248602282086184,
500,0.3,0.3,0.3,0.8,500,-184.29642,0.2009963490428876,
500,0.3,0.3,0.3,0.8,1000,-127.05416,0.27999321358630896,
500,0.3,0.3,0.6,0.1,200,-169.9588,0.24610420099982463,
500,0.3,0.3,0.6,0.1,500,-391.47934,0.206055815029126,
500,0.3,0.3,0.6,0.1,1000,-127.47653,0.2322171882704797,
500,0.3,0.3,0.6,0.15,200,-77.1401,0.1842201054003741,
500,0.3,0.3,0.6,0.15,500,-178.92961,0.2066601556978427,
500,0.3,0.3,0.6,0.15,1000,-314.15414,0.20903955171678246,
