timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2021-01-19,0.24660000,0.38500000,0.24660000,0.27510000,68277436.22000000,1611100799999,22439925.68691200,64652,35165045.49000000,11599161.55602300,0
2021-01-20,0.27720000,0.28930000,0.23580000,0.27100000,21395633.73000000,1611187199999,5650919.26280700,18921,9883723.06000000,2609261.77831600,0
2021-01-21,0.26970000,0.28030000,0.22000000,0.23150000,10326540.37000000,1611273599999,2543878.27924300,8893,4276861.75000000,1052496.12164200,0
2021-01-22,0.23150000,0.24600000,0.20140000,0.23730000,7526826.76000000,1611359999999,1718644.28044700,6718,3638530.58000000,834623.02215600,0
2021-01-23,0.23720000,0.24460000,0.21860000,0.22630000,6300422.55000000,1611446399999,1455996.79284200,5191,2743657.08000000,634856.81273700,0
2021-01-24,0.22640000,0.25920000,0.21810000,0.25140000,11759119.41000000,1611532799999,2828316.09137600,9203,5811811.99000000,1401244.34831000,0
2021-01-25,0.25130000,0.27000000,0.23300000,0.23810000,8555914.12000000,1611619199999,2167740.81137400,7056,4001575.97000000,1017115.24898000,0
2021-01-26,0.23800000,0.24970000,0.21650000,0.23610000,7937679.63000000,1611705599999,1825031.05834300,7374,3963157.15000000,912810.31877300,0
2021-01-27,0.23620000,0.23620000,0.20580000,0.21600000,4699081.64000000,1611791999999,1032323.43112700,4841,1789153.96000000,392503.02354800,0
2021-01-28,0.21540000,0.24600000,0.21010000,0.22710000,6607612.26000000,1611878399999,1503681.23396400,6285,3091532.42000000,704074.25763500,0
2021-01-29,0.22720000,0.24250000,0.21820000,0.23160000,5918330.83000000,1611964799999,1352190.23691300,6144,2607025.33000000,595633.03030800,0
2021-01-30,0.23080000,0.23700000,0.22040000,0.22920000,6014939.50000000,1612051199999,1368647.40121200,5533,2542919.30000000,578275.02055000,0
2021-01-31,0.22960000,0.26850000,0.22720000,0.24930000,12043864.17000000,1612137599999,2958530.25530000,10486,5813461.78000000,1431350.83155600,0
2021-02-01,0.24890000,0.24890000,0.22060000,0.23320000,7231184.71000000,1612223999999,1674074.40768900,6934,3580234.32000000,827383.18947600,0
2021-02-02,0.23300000,0.27100000,0.23020000,0.26190000,7420791.09000000,1612310399999,1839962.48687700,7290,3485741.10000000,862252.08834100,0
2021-02-03,0.26120000,0.29590000,0.25140000,0.28910000,10960515.66000000,1612396799999,3022193.30792600,10703,5256217.69000000,1451906.86542500,0
2021-02-04,0.28910000,0.29200000,0.25140000,0.26900000,8879193.36000000,1612483199999,2409031.48034400,9500,3935898.23000000,1071778.25952700,0
2021-02-05,0.26860000,0.32260000,0.26650000,0.30160000,11694537.66000000,1612569599999,3491151.15420900,12734,5265962.17000000,1578277.13342300,0
2021-02-06,0.30180000,0.32800000,0.28200000,0.31540000,12133369.07000000,1612655999999,3671238.28829100,12967,5473557.53000000,1667419.21829100,0
2021-02-07,0.31540000,0.35990000,0.28900000,0.31280000,42537482.76000000,1612742399999,13968461.47757900,29376,27383841.52000000,9091853.41101300,0
2021-02-08,0.31280000,0.41760000,0.31150000,0.38530000,17131319.78000000,1612828799999,6073125.43958600,26152,8434392.69000000,3016550.84593500,0
2021-02-09,0.38780000,0.44120000,0.36690000,0.39000000,15084980.92000000,1612915199999,6109987.54845500,21072,7514905.37000000,3054564.23374000,0
2021-02-10,0.39030000,0.46550000,0.36980000,0.39410000,14516606.67000000,1613001599999,5906494.31704400,21377,6934869.98000000,2816242.33078200,0
2021-02-11,0.39410000,0.46800000,0.38440000,0.44060000,11664167.99000000,1613087999999,5019640.05015900,19259,6077989.93000000,2623496.82082800,0
2021-02-12,0.44030000,0.53330000,0.43020000,0.52630000,15764864.56000000,1613174399999,7587571.65800100,23714,7542143.51000000,3649533.18151600,0
2021-02-13,0.52950000,0.63350000,0.52250000,0.55650000,16406139.95000000,1613260799999,9431055.54597600,41466,8367784.42000000,4823763.23734300,0
2021-02-14,0.55960000,0.56170000,0.45830000,0.49580000,10384124.53000000,1613347199999,5216928.17271300,24478,4776984.81000000,2395741.74275000,0
2021-02-15,0.49580000,0.50000000,0.40000000,0.46220000,19462861.94000000,1613433599999,8723345.32514800,36262,10031913.25000000,4483674.00061600,0
2021-02-16,0.46490000,0.49000000,0.43530000,0.44800000,6606102.06000000,1613519999999,3072586.59531600,17718,3006179.25000000,1397564.23586200,0
2021-02-17,0.44820000,0.46640000,0.42420000,0.46330000,8533477.18000000,1613606399999,3783418.79410500,19211,3984571.74000000,1770956.35001700,0
2021-02-18,0.46340000,0.53990000,0.46000000,0.51670000,10347710.54000000,1613692799999,5140379.70316500,27628,4874345.27000000,2425762.90360400,0
2021-02-19,0.51670000,0.52060000,0.44590000,0.45560000,13170946.29000000,1613779199999,6344562.73416400,31305,6485964.60000000,3130118.97052200,0
2021-02-20,0.45610000,0.46470000,0.38530000,0.39560000,13488985.93000000,1613865599999,5887879.80519500,31398,6256407.01000000,2745589.11086900,0
2021-02-21,0.39570000,0.44000000,0.39200000,0.42020000,9255556.55000000,1613951999999,3903211.84500300,20790,4456498.16000000,1880883.74449800,0
2021-02-22,0.42050000,0.43900000,0.33560000,0.38000000,11208923.24000000,1614038399999,4386057.46869100,18178,5264951.73000000,2066242.33416800,0
2021-02-23,0.38000000,0.39900000,0.29340000,0.32140000,15747262.65000000,1614124799999,5295455.29186700,20042,7367678.98000000,2475874.33940100,0
2021-02-24,0.32140000,0.36220000,0.31050000,0.32360000,7564250.05000000,1614211199999,2550761.54498600,13271,3239568.52000000,1092426.56507600,0
2021-02-25,0.32310000,0.34100000,0.28770000,0.29170000,7912856.20000000,1614297599999,2529368.04939500,15143,3326512.36000000,1065438.76245800,0
2021-02-26,0.29260000,0.31580000,0.26640000,0.28750000,9434157.50000000,1614383999999,2729661.41251900,16556,4508815.72000000,1303434.10201800,0
2021-02-27,0.28750000,0.31300000,0.28010000,0.28760000,7163968.22000000,1614470399999,2103671.89387200,13612,2957546.13000000,870911.61159300,0
2021-02-28,0.28660000,0.30140000,0.25400000,0.27310000,5801270.47000000,1614556799999,1582222.62998000,9411,2646461.11000000,723683.75495300,0
2021-03-01,0.27390000,0.38000000,0.27390000,0.34490000,13123080.11000000,1614643199999,4340458.29315200,19558,6843475.88000000,2257391.46500100,0
2021-03-02,0.34460000,0.35620000,0.30600000,0.32090000,11906659.65000000,1614729599999,3867510.17834600,21432,5639673.69000000,1833722.97458400,0
2021-03-03,0.32090000,0.35950000,0.31630000,0.32410000,5114566.62000000,1614815999999,1731799.72445400,10293,2354008.74000000,799161.97245200,0
2021-03-04,0.32410000,0.34910000,0.31200000,0.31940000,5689151.93000000,1614902399999,1871840.91535900,11311,2608279.34000000,857929.09659000,0
2021-03-05,0.31960000,0.34380000,0.29800000,0.33780000,3961621.61000000,1614988799999,1235845.53906000,7619,1799614.64000000,564028.84681600,0
2021-03-06,0.33860000,0.34400000,0.30900000,0.34000000,3840996.99000000,1615075199999,1258230.20703000,8077,1948523.18000000,636673.92120500,0
2021-03-07,0.33790000,0.38500000,0.32990000,0.37130000,7149611.79000000,1615161599999,2599620.73594600,16376,3492940.44000000,1270087.11951600,0
2021-03-08,0.37070000,0.38530000,0.33830000,0.38440000,6730569.03000000,1615247999999,2444286.56791000,14201,3339204.47000000,1217501.82808600,0
2021-03-09,0.38440000,0.39900000,0.36700000,0.38760000,6463115.66000000,1615334399999,2465785.78023400,14710,2982446.49000000,1139098.38201400,0
2021-03-10,0.38640000,0.39000000,0.35070000,0.35410000,5482178.88000000,1615420799999,2010522.83149700,11156,2419583.87000000,889021.28529600,0
2021-03-11,0.35440000,0.36960000,0.33040000,0.35620000,4855675.47000000,1615507199999,1710273.22162600,10432,2017742.72000000,711905.32285400,0
2021-03-12,0.35660000,0.41800000,0.35530000,0.39470000,11797892.83000000,1615593599999,4534238.96900600,25180,5413089.10000000,2082508.98487600,0
2021-03-13,0.39470000,0.46840000,0.38590000,0.44050000,11840029.85000000,1615679999999,5144151.09863700,28241,5801258.13000000,2528907.58522800,0
2021-03-14,0.44000000,0.44480000,0.39900000,0.42520000,6734109.15000000,1615766399999,2829146.71824600,16239,3303463.48000000,1388889.39523100,0
2021-03-15,0.42520000,0.44800000,0.37820000,0.39240000,7723795.69000000,1615852799999,3143686.02286900,17120,3232376.51000000,1317632.62449300,0
2021-03-16,0.39350000,0.48300000,0.36680000,0.46130000,17084807.73000000,1615939199999,7563656.17086000,35794,8930940.00000000,3963044.23211200,0
2021-03-17,0.46120000,0.46500000,0.41300000,0.45020000,7176431.55000000,1616025599999,3144858.48971200,20396,3339635.27000000,1466115.51428400,0
