timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2021-02-04,0.25000000,18.82640000,0.25000000,3.06050000,54944238.69000000,1612483199999,239099041.80112100,606433,27515454.65000000,120184020.38753100,0
2021-02-05,3.06060000,5.93620000,3.05240000,5.49990000,20689204.04000000,1612569599999,82005174.27223000,231628,10907516.81000000,43664795.16407400,0
2021-02-06,5.50000000,9.50010000,4.11030000,7.36180000,63417275.37000000,1612655999999,445356635.64877500,893743,32668895.49000000,229780282.86560000,0
2021-02-07,7.37880000,9.66860000,6.95000000,7.52000000,33021825.14000000,1612742399999,271127464.33078200,538878,16659614.67000000,137104291.01468400,0
2021-02-08,7.52120000,8.53990000,6.34300000,6.46930000,13199630.35000000,1612828799999,98733390.19755000,227785,6232659.81000000,46810619.35100600,0
2021-02-09,6.46130000,7.80110000,6.04440000,7.17010000,14209485.90000000,1612915199999,98575887.39284600,241743,7033231.65000000,48896022.60575800,0
2021-02-10,7.17020000,7.70000000,6.12310000,6.50060000,8456879.68000000,1613001599999,59213721.09429200,171022,4009714.91000000,28183304.94468400,0
2021-02-11,6.52290000,8.40000000,6.27300000,7.56420000,10147916.02000000,1613087999999,77565221.67522500,205369,5522005.35000000,42274861.90207100,0
2021-02-12,7.58960000,8.76540000,7.18180000,8.56660000,7604653.62000000,1613174399999,61877601.03814300,176586,3963187.34000000,32397793.52386700,0
2021-02-13,8.56650000,10.35000000,7.70000000,9.75210000,7962687.46000000,1613260799999,70215751.07671900,189729,4332214.58000000,38584788.72332000,0
2021-02-14,9.75210000,12.14830000,9.34810000,11.69950000,14802408.24000000,1613347199999,159916505.72885400,357173,7728564.54000000,83900021.54696900,0
2021-02-15,11.69850000,14.50000000,9.70000000,13.40460000,16430777.68000000,1613433599999,201176871.45928200,426366,8586350.67000000,105671964.53986500,0
2021-02-16,13.40000000,14.78000000,11.81320000,12.61110000,9779209.06000000,1613519999999,131286479.58089000,311687,4911325.58000000,66173401.02503700,0
2021-02-17,12.61010000,12.98250000,10.85750000,11.22710000,7572464.80000000,1613606399999,88837384.08670000,233699,3471444.92000000,40797019.05721800,0
2021-02-18,11.22710000,12.79000000,11.20010000,11.26020000,5906220.98000000,1613692799999,70007148.34666800,207920,2998422.40000000,35638945.69560900,0
2021-02-19,11.26010000,11.43630000,10.00000000,10.23950000,6318082.56000000,1613779199999,68164146.40794900,210376,2932215.23000000,31672168.07292500,0
2021-02-20,10.19570000,12.40000000,9.56660000,10.28860000,9847526.75000000,1613865599999,108091293.21598500,304042,4913115.82000000,54198097.61116700,0
2021-02-21,10.29610000,11.49000000,10.02530000,10.59900000,4962359.13000000,1613951999999,54053255.76272100,179686,2545468.90000000,27784149.42608200,0
2021-02-22,10.62350000,11.10770000,7.30630000,9.17700000,6913423.05000000,1614038399999,65600647.45291000,203724,3206343.26000000,30495653.87398200,0
2021-02-23,9.18000000,9.25430000,6.20000000,7.60950000,6465338.06000000,1614124799999,49026224.69940300,140467,3063811.07000000,23234751.24877400,0
2021-02-24,7.61050000,9.08750000,7.05390000,8.48980000,6597505.48000000,1614211199999,54774195.37239100,150987,3544432.12000000,29567429.19733500,0
2021-02-25,8.49630000,9.95570000,8.01000000,8.16320000,6409571.82000000,1614297599999,57661860.77602400,164282,3226784.90000000,29072102.56679600,0
2021-02-26,8.16180000,8.88800000,7.30000000,7.99600000,5075256.86000000,1614383999999,41432686.18906700,123040,2560831.43000000,20963813.56385900,0
2021-02-27,7.99570000,8.65200000,7.48230000,7.75120000,2950811.05000000,1614470399999,24045471.14016900,80218,1410718.08000000,11510989.76086500,0
2021-02-28,7.76060000,7.86470000,6.36560000,6.91020000,3506966.10000000,1614556799999,24333711.92597500,82548,1669576.86000000,11590310.15804200,0
2021-03-01,6.87980000,7.84850000,6.82120000,7.61230000,2946222.00000000,1614643199999,21877250.18381600,74343,1477300.73000000,10967236.55937100,0
2021-03-02,7.60870000,8.50000000,7.20000000,8.29230000,5164424.70000000,1614729599999,40804722.19918200,123079,2666054.46000000,21084352.65304800,0
2021-03-03,8.28100000,8.95000000,8.00000000,8.18530000,4706045.74000000,1614815999999,39856769.68491000,111323,2385926.76000000,20232166.81788000,0
2021-03-04,8.18540000,8.50000000,7.52000000,7.77950000,3248850.04000000,1614902399999,25946913.27518400,79782,1546187.44000000,12360980.06778300,0
2021-03-05,7.78060000,7.95120000,7.10000000,7.70000000,2515430.41000000,1614988799999,18976751.21578700,65849,1285945.60000000,9722539.54362100,0
2021-03-06,7.69950000,8.50000000,7.62520000,8.30300000,2768562.52000000,1615075199999,22667808.28488000,86686,1491258.34000000,12222030.04260500,0
2021-03-07,8.31680000,9.48000000,8.12130000,9.20550000,4843033.66000000,1615161599999,42778330.89777700,121488,2618761.51000000,23114263.12305700,0
2021-03-08,9.20520000,9.77200000,8.87010000,9.21000000,3400875.55000000,1615247999999,31206259.52154900,102456,1714608.60000000,15745190.98285700,0
2021-03-09,9.20960000,10.30000000,8.92250000,9.87140000,4350359.80000000,1615334399999,41405756.98679800,136263,2282246.09000000,21774164.85383000,0
2021-03-10,9.86650000,9.97190000,8.70000000,8.84500000,3381041.97000000,1615420799999,31432440.16410200,109509,1568007.40000000,14603730.70464600,0
