 ,BNBUSDC,BNBUSDT,BNTUSDT,BTCUSDC,BTCUSDT,BTSUSDT,BTTUSDC,BTTUSDT,BUSDUSDT,BZRXUSDT,CELOUSDT,CELRUSDT,CHRUSDT,CHZUSDT,CKBUSDT,COMPUSDT,COSUSDT,COTIUSDT,CRVUSDT,CTKUSDT,CTSIUSDT,CTXCUSDT,CVCUSDT,DASHUSDT,DATAUSDT,DCRUSDT,DENTUSDT,DGBUSDT,DIAUSDT,DNTUSDT,DOCKUSDT,DOGEUSDT,DOTUSDT,DUSKUSDT,EGLDUSDT,ENJUSDT,EOSUSDC,EOSUSDT,ETCUSDT,ETHUSDC,ETHUSDT,EURUSDT,FETUSDT,FILUSDT,FIOUSDT,FIROUSDT,FLMUSDT,FTMUSDT,FTTUSDT,FUNUSDT,GBPUSDT,GRTUSDT,GTOUSDT,GXSUSDT,HARDUSDT,HBARUSDT,HIVEUSDT,HNTUSDT,HOTUSDT,ICXUSDT,INJUSDT,IOSTUSDT,IOTAUSDT,IOTXUSDT,IRISUSDT,JSTUSDT,JUVUSDT,KAVAUSDT,KEYUSDT,KMDUSDT,KNCUSDT,KSMUSDT,LINKUSDC,LINKUSDT,LITUSDT,LRCUSDT,LSKUSDT,LTCUSDC,LTCUSDT,LTOUSDT,LUNAUSDT,MANAUSDT,MATICUSDT,MBLUSDT,MDTUSDT,MFTUSDT,MITHUSDT,MKRUSDT,MTLUSDT,NANOUSDT,NBSUSDT,NEARUSDT,NEOUSDC,NEOUSDT,NKNUSDT,NMRUSDT,NULSUSDT,OCEANUSDT,OGNUSDT,OGUSDT,OMGUSDT,ONEUSDT,ONGUSDT,ONTUSDT,ORNUSDT,OXTUSDT,PAXGUSDT,PAXUSDT,PERLUSDT,PNTUSDT,PSGUSDT,QTUMUSDT,REEFUSDT,RENUSDT,REPUSDT,RIFUSDT,RLCUSDT,ROSEUSDT,RSRUSDT,RUNEUSDT,RVNUSDT,SANDUSDT,SCUSDT,SFPUSDT,SKLUSDT,SNXUSDT,SOLUSDT,SRMUSDT,STMXUSDT,STORJUSDT,STPTUSDT,STRAXUSDT,STXUSDT,SUSDUSDT,SUSHIUSDT,SXPUSDT,TCTUSDT,TFUELUSDT,THETAUSDT,TOMOUSDT,TRBUSDT,TROYUSDT,TRUUSDT,TRXUSDC,TRXUSDT,TUSDUSDT,TWTUSDT,UMAUSDT,UNFIUSDT,UNIUSDT,USDCUSDT,UTKUSDT,VETUSDT,VITEUSDT,VTHOUSDT,WANUSDT,WAVESUSDT,WINGUSDT,WINUSDC,WINUSDT,WNXMUSDT,WRXUSDT,WTCUSDT,XEMUSDT,XLMUSDT,XMRUSDT,XRPUSDC,XRPUSDT,XTZUSDT,XVSUSDT,YFIIUSDT,YFIUSDT,ZECUSDC,ZECUSDT,ZENUSDT,ZILUSDT,ZRXUSDT,
BNBUSDC,0.0,4.375688181931035,0.0,1036.9432210344826,1053.509319924138,0.0,1.0023749037931037E-4,1.0115530013793103E-4,0.0017032054482758665,0.0,0.0,-2.7151226551724134E-4,0.0,0.0029381804441379307,0.0,0.0,0.001868092482758621,0.0,0.0,0.0,0.0,-0.07668863575862069,0.010530939303448271,14.218009396551723,0.0,0.0,4.4207678413793105E-5,0.0,0.0,0.0,0.0010649864917241382,3.642624859310345E-4,0.0,0.007258214482758621,0.0,-0.004506484858620694,0.6162715603793104,0.6168493159310344,0.6886015924482759,30.504110158620698,30.852458465517223,0.0,-0.008178530837931032,0.0,0.0,0.0,0.0,8.207274965517236E-4,0.0,3.507819379310345E-4,0.0,0.0,0.002213164489655172,0.0,0.0,0.007416604765517243,0.0,0.0,1.9123589382758624E-4,0.02543867093103447,0.0,9.12506195862069E-4,0.04550369613793105,-1.244418744827589E-4,0.0,0.0,0.0,0.09038676289655176,-3.2407399793103444E-4,0.0,0.0,0.0,0.6740958001724139,0.6797660907241377,0.0,0.0,0.0,11.224241603448279,11.337718855172415,0.0,0.0,0.0,-0.009285304182758622,0.0,0.0,4.6924423103448266E-5,0.0021148523034482765,0.0,0.04688307586206896,0.10707030134482756,0.0,0.0,2.8904518655172406,2.914086367931034,0.0066428809241379306,0.0,0.08411998465517245,0.0,0.0,0.0,0.21779105765517245,-2.472116965517243E-4,0.02926863293103448,0.19917180500000006,0.0,0.0,0.0,0.001831471620689633,0.002917950306896552,0.0,0.0,0.3678485596551723,0.0,0.016168150375862063,0.0,0.0,0.008367962448275836,0.0,0.0,0.0,0.0016709556896551722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06657764975862068,0.0,0.0,0.0,0.0,5.05501370689655E-4,0.011686066189655172,0.05665189813793102,0.0,-0.003055506479965519,0.0,0.003489125496551722,0.003520993282758621,0.0017766935172413827,0.0,0.0,0.0,0.0,0.0018094366206896635,0.0,6.277339531034481E-4,0.0,0.0,0.03577694948275861,0.1537431406206897,0.0,5.8743111241379325E-5,5.9447354103448266E-5,0.0,0.0,0.0,0.0,0.014005489837931038,8.265742551724134,0.034808688141379315,0.03545061291724138,-0.1802753794482759,0.0,0.0,0.0,5.91884324827586,5.918704910344826,0.0,7.198462413793101E-4,0.03710033748275862,
BNBUSDT,4.375688181931035,0.0,0.0,1055.480461885057,1072.464643772414,0.0,1.019997203908046E-4,1.0294402800000005E-4,0.001746984390804604,0.0,0.0,-2.7614652643678144E-4,0.0,0.0029777533588505743,0.0,0.0,0.0019010964942528736,0.0,0.0,0.0,0.0,-0.07839214491954025,0.010712601599999998,14.46303459770115,0.0,0.0,4.5002685816091946E-5,0.0,0.0,0.0,0.001085024503908046,3.7038575078160923E-4,0.0,0.00742824896551724,0.0,-0.004473353868965519,0.6268442091264367,0.6275643267586207,0.7009216184367816,31.048496464367826,31.405759459770117,0.0,-0.008321090140229883,0.0,0.0,0.0,0.0,8.344384436781611E-4,0.0,3.625138563218389E-4,0.0,0.0,0.0022473769862068967,0.0,0.0,0.007547454652873563,0.0,0.0,1.9412330935632177E-4,0.02591132135632183,0.0,9.27894072643678E-4,0.04632297622988504,-1.2508426482758607E-4,0.0,0.0,0.0,0.09152092121839082,-3.32392352413793E-4,0.0,0.0,0.0,0.6863848655172414,0.6921880661379309,0.0,0.0,0.0,11.420340563218392,11.536932634482756,0.0,0.0,0.0,-0.009486614990804599,0.0,0.0,4.830312620689657E-5,0.002159049565517241,0.0,0.04776424252873562,0.10878707834482759,0.0,0.0,2.9423080770114947,2.966466474482759,0.0067562275310344855,0.0,0.0854539975862069,0.0,0.0,0.0,0.2215451718160919,-2.4452176781609194E-4,0.029743540804597686,0.20260655367816088,0.0,0.0,0.0,0.0018754404367815876,0.002978871179310344,0.0,0.0,0.3741032668965516,0.0,0.01643431828275862,0.0,0.0,0.008857344183908083,0.0,0.0,0.0,0.0017190601494252878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06765212634482758,0.0,0.0,0.0,0.0,5.147098114942528E-4,0.011981881241379303,0.05801824958620691,0.0,-0.0030634374143218386,0.0,0.003546180110344828,0.0035788548367816087,0.0018237876781609242,0.0,0.0,0.0,0.0,0.0018539423908046067,0.0,6.349460593103447E-4,0.0,0.0,0.03640548643678161,0.15648809565517247,0.0,5.9747546712643685E-5,6.046543374712644E-5,0.0,0.0,0.0,0.0,0.014230325990804598,8.414418459770113,0.03544314685517242,0.03610151165977012,-0.1817275085747127,0.0,0.0,0.0,6.04397528505747,6.047192937931037,0.0,7.36961436781609E-4,0.03765194652873563,
BNTUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BTCUSDC,1036.9432210344826,1055.480461885057,0.0,0.0,267330.954537931,0.0,0.024471973977011483,0.024710495206896547,0.40951304597701255,0.0,0.0,-0.02989528850574705,0.0,0.6858816464367813,0.0,0.0,0.48524316321839056,0.0,0.0,0.0,0.0,-18.977522160919534,2.522898465517241,3478.0106114942514,0.0,0.0,0.011349675402298844,0.0,0.0,0.0,0.2950724132183908,0.08632648316091952,0.0,2.1081226206896546,0.0,-0.37438930689655175,154.4922010229884,154.43649224137923,169.06245709195397,7510.3443471264345,7592.285011494249,0.0,-1.3614319333333318,0.0,0.0,0.0,0.0,0.27152054022988503,0.0,0.09549681183908039,0.0,0.0,0.5579063896551721,0.0,0.0,1.7945837804597686,0.0,0.0,0.045019337528735624,6.3678855977011475,0.0,0.2499966357471263,10.9493334367816,-0.021068779999999947,0.0,0.0,0.0,18.49349818390805,-0.07555615310344824,0.0,0.0,0.0,158.34491275862058,159.6719445517241,0.0,0.0,0.0,2721.630711494251,2749.00082413793,0.0,0.0,0.0,-1.7924931218390794,0.0,0.0,0.011256449655172416,0.5254230758620688,0.0,12.06744194252873,28.048090965517225,0.0,0.0,689.6367873563215,695.8566541379308,1.6484351517241378,0.0,20.480367482758616,0.0,0.0,0.0,52.51767264367812,-0.032216291954022966,7.176655356321839,48.863564712643665,0.0,0.0,0.0,0.449070160919534,0.8793783793103446,0.0,0.0,91.93211241379305,0.0,3.752147006896549,0.0,0.0,0.526576908045987,0.0,0.0,0.0,0.5511128114942527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.451343551724134,0.0,0.0,0.0,0.0,0.12569889494252867,3.0481628448275857,14.496598275862064,0.0,-0.5890812529425283,0.0,0.8620886206896547,0.8695538022988503,0.4280802988505759,0.0,0.0,0.0,0.0,0.4327077701149443,0.0,0.18010502068965517,0.0,0.0,8.914968022988502,36.869894758620674,0.0,0.01375193271264367,0.01396717371264367,0.0,0.0,0.0,0.0,3.310326239080457,2133.1618494252866,8.48094054482758,8.626769352873561,-39.673264264367816,0.0,0.0,0.0,1468.8675367816088,1466.8869793103445,0.0,0.20581796091954024,9.207360080459765,
BTCUSDT,1053.509319924138,1072.464643772414,0.0,267330.954537931,0.0,0.0,0.02485663684137931,0.025101044296551734,0.42223990344827717,0.0,0.0,-0.03249073724137924,0.0,0.6940143780000002,0.0,0.0,0.49085283448275874,0.0,0.0,0.0,0.0,-19.41023799310345,2.563281193793104,3536.0586758620675,0.0,0.0,0.01154119991724138,0.0,0.0,0.0,0.29805711151724135,0.08768005126896551,0.0,2.135922482758621,0.0,-0.3748391744827592,156.81775177241386,156.79011395862074,171.72561946206892,7632.124604827591,7716.670424137934,0.0,-1.4184155937931027,0.0,0.0,0.0,0.0,0.2706891675862072,0.0,0.09821813448275864,0.0,0.0,0.5655258062068966,0.0,0.0,1.8236189303448276,0.0,0.0,0.04563075670344828,6.469723958620692,0.0,0.25299909455172415,11.128099696551725,-0.02203925082758629,0.0,0.0,0.0,18.684756468965524,-0.07769911744827586,0.0,0.0,0.0,161.24379251724142,162.6275184965518,0.0,0.0,0.0,2764.844796551725,2792.958845517242,0.0,0.0,0.0,-1.859909862758621,0.0,0.0,0.011333598551724142,0.5341823351724139,0.0,12.210850931034482,28.40115308965518,0.0,0.0,701.384526896552,707.7032199310344,1.672375128275862,0.0,20.77643265517242,0.0,0.0,0.0,53.35541951034483,-0.034831730344827554,7.277188206896552,49.59337182758622,0.0,0.0,0.0,0.4624835793103387,0.8863734537931036,0.0,0.0,93.39156627586209,0.0,3.813111946896551,0.0,0.0,0.5747062206896393,0.0,0.0,0.0,0.5546279758620691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.705965179310345,0.0,0.0,0.0,0.0,0.12745417965517244,3.1118078172413797,14.823795013793111,0.0,-0.5952323020206896,0.0,0.8734047055172418,0.8811037372413796,0.4418605448275881,0.0,0.0,0.0,0.0,0.4464046482758641,0.0,0.18112221641379314,0.0,0.0,9.023982000000002,37.50117780000001,0.0,0.013989813393103453,0.014206264124137932,0.0,0.0,0.0,0.0,3.3602932558620706,2164.4083172413793,8.620365449655175,8.7706232462069,-40.06280695172416,0.0,0.0,0.0,1498.728199310344,1497.0319020689658,0.0,0.2084529137931035,9.302082924137933,
BTSUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BTTUSDC,1.0023749037931037E-4,1.019997203908046E-4,0.0,0.024471973977011483,0.02485663684137931,0.0,0.0,2.429588344827587E-9,4.0267609195402485E-8,0.0,0.0,-6.223083908045974E-9,0.0,6.807699218390804E-8,0.0,0.0,4.351957471264365E-8,0.0,0.0,0.0,0.0,-1.8423118735632186E-6,2.534105310344828E-7,3.412778333333332E-4,0.0,0.0,1.0267781149425288E-9,0.0,0.0,0.0,2.5247115402298855E-8,8.654189632183909E-9,0.0,1.7021310344827593E-7,0.0,-1.1058736896551727E-7,1.4543249873563212E-5,1.457100675862069E-5,1.6180793666666663E-5,7.278738666666669E-4,7.360600402298851E-4,0.0,-1.967091114942529E-7,0.0,0.0,0.0,0.0,1.818670804597701E-8,0.0,8.228312643678162E-9,0.0,0.0,5.2841055172413786E-8,0.0,0.0,1.7620862988505746E-7,0.0,0.0,4.492836540229886E-9,6.164419885057472E-7,0.0,2.2002957701149434E-8,1.0813995632183909E-6,-7.129993103448291E-10,0.0,0.0,0.0,2.4636416781609195E-6,-7.3706282758620675E-9,0.0,0.0,0.0,1.5933321551724136E-5,1.6069338379310345E-5,0.0,0.0,0.0,2.669037298850575E-4,2.695255310344827E-4,0.0,0.0,0.0,-2.2202636436781617E-7,0.0,0.0,1.5097141379310347E-9,5.071446206896552E-8,0.0,1.130502988505747E-6,2.4717198965517235E-6,0.0,0.0,6.87523367816092E-5,6.928701068965518E-5,1.5508204827586206E-7,0.0,1.9506587931034487E-6,0.0,0.0,0.0,5.165570666666666E-6,-5.151618390804597E-9,6.986300574712641E-7,4.601732011494252E-6,0.0,0.0,0.0,4.3333597701148916E-8,6.900467931034484E-8,0.0,0.0,8.403375517241374E-6,0.0,3.815474724137931E-7,0.0,0.0,6.40924471264368E-7,0.0,0.0,0.0,4.077288505747128E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5678768620689654E-6,0.0,0.0,0.0,0.0,1.2172328160919536E-8,2.9061360344827575E-7,1.2786702758620693E-6,0.0,-7.582541116091952E-8,0.0,8.095652413793101E-8,8.170468735632182E-8,4.253963218390813E-8,0.0,0.0,0.0,0.0,4.278767816091981E-8,0.0,1.4794711034482753E-8,0.0,0.0,8.854244252873565E-7,3.6495166896551743E-6,0.0,1.3991103908045978E-9,1.4147969080459773E-9,0.0,0.0,0.0,0.0,3.2717808850574717E-7,1.9129664367816083E-4,8.278263896551722E-7,8.434149816091956E-7,-4.368557770114942E-6,0.0,0.0,0.0,1.3901475632183908E-4,1.3919342068965517E-4,0.0,1.7669045977011495E-8,8.670933678160915E-7,
BTTUSDT,1.0115530013793103E-4,1.0294402800000005E-4,0.0,0.024710495206896547,0.025101044296551734,0.0,2.429588344827587E-9,0.0,4.095468965517261E-8,0.0,0.0,-6.2083931034482724E-9,0.0,6.861028137931034E-8,0.0,0.0,4.393258620689655E-8,0.0,0.0,0.0,0.0,-1.8689287586206896E-6,2.5555598620689663E-7,3.441848965517241E-4,0.0,0.0,1.0395075172413789E-9,0.0,0.0,0.0,2.557023172413793E-8,8.720189793103447E-9,0.0,1.7242413793103448E-7,0.0,-1.1007051034482767E-7,1.4690885241379303E-5,1.471869151724138E-5,1.6334894551724138E-5,7.349475241379311E-4,7.432738275862068E-4,0.0,-1.9670733103448276E-7,0.0,0.0,0.0,0.0,1.8443475862068968E-8,0.0,8.375486206896549E-9,0.0,0.0,5.3427427586206866E-8,0.0,0.0,1.7773842758620687E-7,0.0,0.0,4.526861793103449E-9,6.225680689655172E-7,0.0,2.2268426206896554E-8,1.0913308965517243E-6,-7.556282758620725E-10,0.0,0.0,0.0,2.465073379310345E-6,-7.511261379310346E-9,0.0,0.0,0.0,1.607199827586207E-5,1.6210600758620692E-5,0.0,0.0,0.0,2.6931375862068973E-4,2.719798137931034E-4,0.0,0.0,0.0,-2.2395888275862073E-7,0.0,0.0,1.5092565517241382E-9,5.127577931034483E-8,0.0,1.1409165517241377E-6,2.498518896551725E-6,0.0,0.0,6.93545620689655E-5,6.989551172413794E-5,1.567030551724138E-7,0.0,1.9693541379310346E-6,0.0,0.0,0.0,5.209578068965515E-6,-5.115875862068966E-9,7.047820689655168E-7,4.646544482758619E-6,0.0,0.0,0.0,4.405910344827533E-8,7.00088896551724E-8,0.0,0.0,8.492536551724137E-6,0.0,3.8415040689655166E-7,0.0,0.0,6.363800689655167E-7,0.0,0.0,0.0,4.136786206896552E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5809029655172411E-6,0.0,0.0,0.0,0.0,1.2295331034482756E-8,2.942243103448276E-7,1.2999552413793105E-6,0.0,-7.604802613793101E-8,0.0,8.17342E-8,8.249635862068964E-8,4.3278068965517326E-8,0.0,0.0,0.0,0.0,4.349393103448304E-8,0.0,1.504449931034482E-8,0.0,0.0,8.932544827586205E-7,3.6820422758620693E-6,0.0,1.4098128275862068E-9,1.4256854482758622E-9,0.0,0.0,0.0,0.0,3.297627103448275E-7,1.9346986206896546E-4,8.350452827586207E-7,8.50846627586207E-7,-4.379037172413793E-6,0.0,0.0,0.0,1.4060842758620694E-4,1.4081182068965517E-4,0.0,1.7906724137931038E-8,8.732863448275863E-7,
BUSDUSDT,0.0017032054482758665,0.001746984390804604,0.0,0.40951304597701255,0.42223990344827717,0.0,4.0267609195402485E-8,4.095468965517261E-8,0.0,0.0,0.0,-2.2034942528735856E-7,0.0,8.907121839080387E-7,0.0,0.0,5.820574712643683E-7,0.0,0.0,0.0,0.0,-4.586866666666711E-5,4.237041379310364E-6,0.006044436781609225,0.0,0.0,2.0471701149425473E-8,0.0,0.0,0.0,3.4279333333333757E-7,1.391241839080463E-7,0.0,2.891034482758647E-6,0.0,-1.8236551724130952E-7,2.4835990804597806E-4,2.505720000000012E-4,2.82677494252875E-4,0.012926990804597756,0.013197954022988555,0.0,-4.7631908045977356E-6,0.0,0.0,0.0,0.0,2.6239080459760947E-8,0.0,2.779885057471331E-7,0.0,0.0,8.668896551724143E-7,0.0,0.0,3.022774712643703E-6,0.0,0.0,6.346036781609182E-8,1.0933609195402338E-5,0.0,3.592777011494264E-7,1.8803287356321893E-5,-3.6980689655183024E-8,0.0,0.0,0.0,1.8753195402298086E-5,-2.129365517241399E-7,0.0,0.0,0.0,2.965317241379328E-4,3.022408275862087E-4,0.0,0.0,0.0,0.004506885057471279,0.004587144827586225,0.0,0.0,0.0,-6.650271264367899E-6,0.0,0.0,1.7092413793102966E-8,9.288689655172518E-7,0.0,1.642643678160918E-5,4.0426068965517286E-5,0.0,0.0,0.0012128540229885138,0.0012248993103448362,2.5717655172413924E-6,0.0,3.1293448275862163E-5,0.0,0.0,0.0,8.631280459770145E-5,-2.504873563218387E-7,1.0881954022988543E-5,7.7241494252874E-5,0.0,0.0,0.0,1.4441839080459837E-6,8.714344827586257E-7,0.0,0.0,1.5796275862069037E-4,0.0,6.050986206896567E-6,0.0,0.0,1.0646574712641978E-5,0.0,0.0,0.0,3.606436781609407E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.577179310344834E-5,0.0,0.0,0.0,0.0,1.91954022988506E-7,7.080724137931135E-6,3.531048275862139E-5,0.0,-7.956773333333141E-7,0.0,1.2435724137931039E-6,1.2687287356321843E-6,1.4838390804598023E-6,0.0,0.0,0.0,0.0,1.450160919540247E-6,0.0,2.0815724137930612E-7,0.0,0.0,1.2034597701149328E-5,6.680041379310392E-5,0.0,2.3877149425287488E-8,2.3982045977011626E-8,0.0,0.0,0.0,0.0,5.08823678160921E-6,0.0034474712643678264,1.4300565517241466E-5,1.4760002298850666E-5,-3.4366183908044754E-5,0.0,0.0,0.0,0.0030752114942529016,0.003119227586206928,0.0,2.9373563218391194E-7,1.0830505747126352E-5,
BZRXUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
