ativo,retornoBruto,retornoPercentual,LN,
BNBUSDC,1.314536666666669,0.06511527071081735,0.06308302871357732,
BNBUSDT,1.3142266666666664,0.0650707658689913,0.06304124377923986,
BNTUSDT,0.11837666666666635,0.06444091207670533,0.06244969613272912,
BTCUSDC,633.4579999999987,0.059593332968944646,0.05788518636969415,
BTCUSDT,631.4176666666681,0.059448614619587836,0.05774859789890291,
BTSUSDT,0.001987666666666669,0.07628929288793929,0.0735192851646196,
BTTUSDC,2.298000000000008E-5,0.05718551698394947,0.05561020424434988,
BTTUSDT,2.2969999999999978E-5,0.05723612080135543,0.05565806964310604,
BUSDUSDT,-1.7333333333302559E-4,-1.7345301591398243E-4,-1.734680606280731E-4,
BZRXUSDT,0.0,NaN,NaN,
CELOUSDT,0.0,NaN,NaN,
CELRUSDT,0.001588,0.2216123179978602,0.20017155836674894,
CHRUSDT,0.006634999999999995,0.11501525447233374,0.10886808595960262,
CHZUSDT,0.0015227000000000036,0.11755668614750392,0.11114477207813787,
CKBUSDT,0.0,NaN,NaN,
COMPUSDT,6.696000000000055,0.04317261092425273,0.04226665698003116,
COSUSDT,4.1333333333334193E-5,0.004548956308008556,0.004538641076790063,
COTIUSDT,0.010496666666666682,0.22538416942820172,0.20325440252856652,
CRVUSDT,0.9493666666666667,Infinity,Infinity,
CTKUSDT,0.0,NaN,NaN,
CTSIUSDT,0.011751666666666646,0.18827066544908844,0.17249902786008944,
CTXCUSDT,0.0049233333333334045,0.04071450230173457,0.03990749870605996,
CVCUSDT,0.0024193333333333324,0.07898832261364497,0.07602386380190655,
DASHUSDT,5.367666666666651,0.06526673313716413,0.06322522145302818,
DATAUSDT,0.0014359999999999928,0.026359909441350915,0.02601847416571804,
DCRUSDT,3.9956666666666667,0.4903119720873539,0.39898547528084743,
DENTUSDT,2.629666666666673E-5,0.10713655191145532,0.10177699924600771,
DGBUSDT,0.006549000000000006,0.30101118431132257,0.26314179619696987,
DIAUSDT,0.0,NaN,NaN,
DNTUSDT,0.0,NaN,NaN,
DOCKUSDT,0.003033600000000001,0.18357713999854774,0.1685413273987556,
DOGEUSDT,6.969333333333317E-5,0.020893833980561105,0.020678551386720728,
DOTUSDT,0.2983333333333334,Infinity,Infinity,
DUSKUSDT,0.010426666666666681,0.1536723163841811,0.1429501731567363,
EGLDUSDT,0.0,NaN,NaN,
ENJUSDT,0.0022673333333333434,0.011787376658845439,0.011718446674966907,
EOSUSDC,0.23958333333333304,0.08337838182716673,0.08008429003405507,
EOSUSDT,0.2400733333333327,0.08361787622065098,0.08030532815866642,
ETCUSDT,0.23586999999999936,0.03482063639767974,0.03422811353297706,
ETHUSDC,44.04233333333326,0.134507924776468,0.12619901047247936,
ETHUSDT,43.96866666666659,0.13437281615904761,0.1260799133201765,
EURUSDT,0.009886666666666821,0.008499346644964767,0.008463430563595081,
FETUSDT,0.018221,0.2551496226177308,0.22725478668681087,
FILUSDT,0.0,NaN,NaN,
