 ,BNBUSDC,BNBUSDT,BNTUSDT,BTCUSDC,BTCUSDT,BTSUSDT,BTTUSDC,BTTUSDT,BUSDUSDT,BZRXUSDT,CELOUSDT,CELRUSDT,CHRUSDT,CHZUSDT,CKBUSDT,COMPUSDT,COSUSDT,COTIUSDT,CRVUSDT,CTKUSDT,CTSIUSDT,CTXCUSDT,CVCUSDT,DASHUSDT,DATAUSDT,DCRUSDT,DENTUSDT,DGBUSDT,DIAUSDT,DNTUSDT,DOCKUSDT,DOGEUSDT,DOTUSDT,DUSKUSDT,EGLDUSDT,ENJUSDT,EOSUSDC,EOSUSDT,ETCUSDT,ETHUSDC,ETHUSDT,EURUSDT,FETUSDT,FILUSDT,FIOUSDT,FIROUSDT,FLMUSDT,FTMUSDT,FTTUSDT,FUNUSDT,GBPUSDT,GRTUSDT,GTOUSDT,GXSUSDT,HARDUSDT,HBARUSDT,HIVEUSDT,HNTUSDT,HOTUSDT,ICXUSDT,INJUSDT,IOSTUSDT,IOTAUSDT,IOTXUSDT,IRISUSDT,JSTUSDT,JUVUSDT,KAVAUSDT,KEYUSDT,KMDUSDT,KNCUSDT,KSMUSDT,LINKUSDC,LINKUSDT,LITUSDT,LRCUSDT,LSKUSDT,LTCUSDC,LTCUSDT,LTOUSDT,LUNAUSDT,MANAUSDT,MATICUSDT,MBLUSDT,MDTUSDT,MFTUSDT,MITHUSDT,MKRUSDT,MTLUSDT,NANOUSDT,NBSUSDT,NEARUSDT,NEOUSDC,NEOUSDT,NKNUSDT,NMRUSDT,NULSUSDT,OCEANUSDT,OGNUSDT,OGUSDT,OMGUSDT,ONEUSDT,ONGUSDT,ONTUSDT,ORNUSDT,OXTUSDT,PAXGUSDT,PAXUSDT,PERLUSDT,PNTUSDT,PSGUSDT,QTUMUSDT,REEFUSDT,RENUSDT,REPUSDT,RIFUSDT,RLCUSDT,ROSEUSDT,RSRUSDT,RUNEUSDT,RVNUSDT,SANDUSDT,SCUSDT,SFPUSDT,SKLUSDT,SNXUSDT,SOLUSDT,SRMUSDT,STMXUSDT,STORJUSDT,STPTUSDT,STRAXUSDT,STXUSDT,SUSDUSDT,SUSHIUSDT,SXPUSDT,TCTUSDT,TFUELUSDT,THETAUSDT,TOMOUSDT,TRBUSDT,TROYUSDT,TRUUSDT,TRXUSDC,TRXUSDT,TUSDUSDT,TWTUSDT,UMAUSDT,UNFIUSDT,UNIUSDT,USDCUSDT,UTKUSDT,VETUSDT,VITEUSDT,VTHOUSDT,WANUSDT,WAVESUSDT,WINGUSDT,WINUSDC,WINUSDT,WNXMUSDT,WRXUSDT,WTCUSDT,XEMUSDT,XLMUSDT,XMRUSDT,XRPUSDC,XRPUSDT,XTZUSDT,XVSUSDT,YFIIUSDT,YFIUSDT,ZECUSDC,ZECUSDT,ZENUSDT,ZILUSDT,ZRXUSDT,
BNBUSDC,0.0,6.204538917816092,0.0,823.9937097586204,807.9677936149426,0.0,-4.358748591954022E-5,-4.766854120689655E-5,0.0,0.0,0.0,-0.003074994344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.506163890804586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18465438926436784,0.4829304282758619,0.46961451695402273,0.4520055608620686,17.27647335057471,16.753103321839074,0.0,0.011407826896551726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7992556729885055E-4,0.012377959540229872,0.0,9.602933166666662E-4,-0.022009466321839085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019116287931034513,-0.02079569298850577,0.0,0.0,0.0,7.046113224137928,6.720832741379313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05442397370114943,0.0,0.0,1.0895869098850575,0.0,0.0,-0.06873457931034554,-0.10699746149425315,0.0,0.0,0.031123821091953982,0.0,0.0,0.0,0.9268446229885057,0.0,-0.05239637264367818,-0.1162704775287357,0.0,0.0,0.0,-0.0032182339655172547,0.0,0.0,0.0,-0.20364242873563232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08952897350000001,0.0,0.0,0.0,0.0,-1.8020150574712764E-4,-2.695598275862072E-4,-0.0031885815517241423,0.0,0.0,0.0,0.0,-0.003328814425287339,0.0,4.106478747126437E-4,0.0,0.0,0.0,-0.2189973135057471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026280045344827625,7.929295333333334,-0.0024535439367816122,-0.0029812853505747135,0.0,0.0,0.0,0.0,4.932746229885051,4.556548120689655,0.0,9.743414367816053E-5,-0.011559566781609208,
BNBUSDT,6.204538917816092,0.0,0.0,792.2610057034481,779.3383706183907,0.0,-4.528395829885056E-5,-4.8871064206896554E-5,0.0,0.0,0.0,-0.0030775672758620695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29541601149425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183725828154023,0.43962598179310325,0.42930704809195386,0.4023250411034479,16.211587664367812,15.792242708045972,0.0,0.010631190206896549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7372505333333336E-4,0.010925271057471268,0.0,8.085070052873564E-4,-0.023147705977011497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020867226620689676,-0.02223926429885059,0.0,0.0,0.0,6.341405234482758,6.060931565517242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05427225433563218,0.0,0.0,1.052567810505747,0.0,0.0,-0.13850964620689685,-0.1704678839080459,0.0,0.0,0.02692745547126434,0.0,0.0,0.0,0.8751163860229884,0.0,-0.05349937843678163,-0.12231301197701153,0.0,0.0,0.0,-0.0025996161379310454,0.0,0.0,0.0,-0.21823662528735638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08757752384137932,0.0,0.0,0.0,0.0,-3.273343264367822E-4,-4.0146531034482915E-4,-0.0025618340000000063,0.0,0.0,0.0,0.0,-0.0027239899080459605,0.0,3.6727738022988507E-4,0.0,0.0,0.0,-0.2249398141609195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003150588910344831,7.481873057471264,-0.0038945578781609154,-0.004234023664367812,0.0,0.0,0.0,0.0,4.4539528850574674,4.1319376620689665,0.0,-1.3817701149425058E-5,-0.012827895402298862,
BNTUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BTCUSDC,823.9937097586204,792.2610057034481,0.0,0.0,217209.6107268966,0.0,-0.004760211593103445,-0.005857680055172415,0.0,0.0,0.0,-0.697661872413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6875.224155172413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.423716373793102,206.39605440000003,200.03040370344837,270.2806094344828,5539.568995862071,5297.754791724136,0.0,0.09308423448275711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03629338979310345,8.506631420689656,0.0,0.6695590036551722,0.730319482758618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6060983586206884,-0.07981646206896578,0.0,0.0,0.0,3686.832618620691,3576.300862758621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.214446748965518,0.0,0.0,309.0585427034482,0.0,0.0,262.9177354482759,251.22911068965533,0.0,0.0,14.112033641379309,0.0,0.0,0.0,362.028164013793,0.0,-8.058223220689657,5.5705084413793085,0.0,0.0,0.0,-1.3837259103448263,0.0,0.0,0.0,24.337072068965536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.841162800689656,0.0,0.0,0.0,0.0,0.555681188275862,0.5180681068965515,-1.3833761310344792,0.0,0.0,0.0,0.0,-1.4107823517241305,0.0,0.18363216131034485,0.0,0.0,0.0,-28.07560435172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3866599337931027,2416.5544862068978,3.9938240813793144,3.5779876972413818,0.0,0.0,0.0,0.0,2096.554513793102,2017.3548986206897,0.0,0.31218232758620706,1.3906408275862037,
BTCUSDT,807.9677936149426,779.3383706183907,0.0,217209.6107268966,0.0,0.0,-0.0051595111942528684,-0.006154592203448275,0.0,0.0,0.0,-0.7002431000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6599.774107471263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.350577065287357,196.97152749655163,191.32372798045975,259.61336303103457,5300.796675977012,5083.6113554023,0.0,-0.07807257931034502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03505890685632184,8.11686828045977,0.0,0.6350659736436783,0.42224318390804444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15239988275862199,-0.4605162390804582,0.0,0.0,0.0,3530.0008451724143,3430.161576896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22773563954023,0.0,0.0,301.3148766183908,0.0,0.0,245.52801558620692,235.24435925287364,0.0,0.0,13.057379456321838,0.0,0.0,0.0,350.692646721839,0.0,-8.394945445977012,3.9431305873563227,0.0,0.0,0.0,-1.2342780379310327,0.0,0.0,0.0,20.379740804597724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.542312294137925,0.0,0.0,0.0,0.0,0.5200780140229887,0.4859984999999999,-1.23179423103448,0.0,0.0,0.0,0.0,-1.2660165160919477,0.0,0.1736525015632184,0.0,0.0,0.0,-29.6541055735632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2579962748275855,2314.977804597702,3.6421838916091986,3.271613513678162,0.0,0.0,0.0,0.0,1989.2414977011495,1921.871785862069,0.0,0.28541763045977,1.0653464712643665,
BTSUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BTTUSDC,-4.358748591954022E-5,-4.528395829885056E-5,0.0,-0.004760211593103445,-0.0051595111942528684,0.0,0.0,1.2601524482758624E-9,0.0,0.0,0.0,5.09676551724138E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7293522988506083E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7429766574712641E-6,2.782532896551731E-6,2.4835825632183975E-6,3.514954103448282E-6,1.5765656321839188E-5,1.8164505747128188E-6,0.0,1.7815937931034488E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4208454022988404E-10,3.3544211494252917E-7,0.0,2.927778816091957E-8,6.360542528735635E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0128733103448278E-6,9.770720919540234E-7,0.0,0.0,0.0,9.108827931034495E-5,8.737201034482767E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.714262252873562E-7,0.0,0.0,-8.84465209195402E-6,0.0,0.0,2.264844896551726E-5,2.1450968390804618E-5,0.0,0.0,9.471435287356333E-7,0.0,0.0,0.0,-2.5717458850574638E-6,0.0,1.6086451954022992E-6,3.830059666666668E-6,0.0,0.0,0.0,-8.333382758620702E-8,0.0,0.0,0.0,7.747742528735637E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.142481196551724E-6,0.0,0.0,0.0,0.0,3.6237347126436804E-8,3.4432724137931056E-8,-8.333575862068937E-8,0.0,0.0,0.0,0.0,-7.451757471264373E-8,0.0,7.561981149425293E-9,0.0,0.0,0.0,5.757257367816092E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9906243793103456E-7,6.579080459770437E-7,4.6731743333333344E-7,4.384203091954025E-7,0.0,0.0,0.0,0.0,3.8413942528735757E-5,3.605385862068968E-5,0.0,4.204127011494254E-8,6.186295402298856E-7,
BTTUSDT,-4.766854120689655E-5,-4.8871064206896554E-5,0.0,-0.005857680055172415,-0.006154592203448275,0.0,1.2601524482758624E-9,0.0,0.0,0.0,0.0,5.0251448275862076E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.673120689655185E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8049100758620694E-6,1.284822137931035E-6,1.0819959655172418E-6,1.706655758620688E-6,-2.192165172413797E-5,-3.212288965517241E-5,0.0,1.4134606896551727E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.532222413793105E-10,2.917808275862068E-7,0.0,2.4174123103448264E-8,5.964299999999999E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.497492413793103E-7,9.239607586206898E-7,0.0,0.0,0.0,6.742852758620685E-5,6.508230689655167E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.899667793103447E-7,0.0,0.0,-1.012191627586207E-5,0.0,0.0,2.0419015862068964E-5,1.9439412068965512E-5,0.0,0.0,8.311923103448275E-7,0.0,0.0,0.0,-4.310258344827589E-6,0.0,1.5699279999999993E-6,3.6554469310344817E-6,0.0,0.0,0.0,-6.30811379310345E-8,0.0,0.0,0.0,7.291524137931034E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2128020034482755E-6,0.0,0.0,0.0,0.0,3.1229731034482744E-8,2.993079310344827E-8,-6.275624137931006E-8,0.0,0.0,0.0,0.0,-5.4677896551724196E-8,0.0,6.108922758620687E-9,0.0,0.0,0.0,5.573240724137931E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8085893448275858E-7,-1.4310586206896608E-5,4.1805495517241365E-7,3.953048931034482E-7,0.0,0.0,0.0,0.0,2.2628965517241436E-5,2.204340344827582E-5,0.0,3.8426499999999983E-8,5.818472413793104E-7,
BUSDUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BZRXUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
